ortholog	function	Homo_sapiens	Mus_musculus
ENOG410VCQY	Tumor necrosis factor receptor superfamily, member 13b	ENSP00000261652	ENSMUSP00000010286
ENOG410VCQX	family with sequence similarity 71, member F1	ENSP00000326652	ENSMUSP00000087973
ENOG410VCQ3	G protein-coupled receptor 161	ENSP00000271357	ENSMUSP00000136621
ENOG410VCQ2	Cleavage and polyadenylation specific factor 1	ENSP00000339353, ENSP00000457146	ENSMUSP00000071794
ENOG410VCQ1	methyltransferase like 25	ENSP00000248306	ENSMUSP00000038665
ENOG410VCQ7	Small nuclear ribonucleoprotein 48kDa (U11 U12)	ENSP00000339834	ENSMUSP00000089230
ENOG410VCQ9	C-type lectin domain family 14, member a	ENSP00000353013	ENSMUSP00000054451
ENOG410VCQ8	trimethylguanosine synthase 1	ENSP00000260129	ENSMUSP00000137046, ENSMUSP00000054112
ENOG410VHTK	ribonuclease, RNase A family, 11 (non-active)	ENSP00000338288	ENSMUSP00000075472
ENOG410VHTF	BCL2-like 10 (Apoptosis facilitator)	ENSP00000260442	ENSMUSP00000034709
ENOG410VHTE	Lipocalin 6	ENSP00000339621, ENSP00000399627	ENSMUSP00000109837
ENOG410VHTD	Chromosome 9 open reading frame 85	ENSP00000334289	ENSMUSP00000048395
ENOG410VHT9	Thyroid stimulating hormone, beta	ENSP00000256592	ENSMUSP00000029450
ENOG410VHT8	goosecoid homeobox 2	ENSP00000086933, ENSP00000471256	ENSMUSP00000012279
ENOG410VHT3	Lymphocyte antigen 86	ENSP00000230568	ENSMUSP00000021860
ENOG410VHT1	nuclear transport factor	ENSP00000219169	ENSMUSP00000008594
ENOG410VHT0	Family with sequence similarity 162, member	ENSP00000419088	ENSMUSP00000004057
ENOG410VHT7	glycoprotein hormones, alpha polypeptide	ENSP00000358595	ENSMUSP00000029975
ENOG410VHT5	tachykinin, precursor 1	ENSP00000321106	ENSMUSP00000088175
ENOG410VHT4	coiled-coil domain containing 126	ENSP00000304355	ENSMUSP00000058077
ENOG410VDCB	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)	ENSP00000260585	ENSMUSP00000118368
ENOG410VDCC	glycoprotein M6-b	ENSP00000316861	ENSMUSP00000107848
ENOG410VDCN	poly(A) binding protein, cytoplasmic 4-like	ENSP00000462986	ENSMUSP00000126224
ENOG410VDCH	centromere protein K	ENSP00000242872	ENSMUSP00000022227
ENOG410VDC4	musculin	ENSP00000321445	ENSMUSP00000027062
ENOG410VDC0	RAD51 associated protein 1	ENSP00000228843	ENSMUSP00000107841
ENOG410VDC1	toll-like receptor 4	ENSP00000363089	ENSMUSP00000045770
ENOG410VDC8	synaptopodin 2	ENSP00000306015	ENSMUSP00000102034
ENOG410V7Y7	trafficking protein particle complex 11	ENSP00000335371	ENSMUSP00000047562
ENOG410V7Y6	Extracellular matrix serine protease that plays a role in layering of neurons in the cerebral cortex and cerebellum. Regulates microtubule function in neurons and neuronal migration. Affects migration of sympathetic preganglionic neurons in the spinal cord, where it seems to act as a barrier to neuronal migration. Enzymatic activity is important for the modulation of cell adhesion. Binding to the extracellular domains of lipoprotein receptors VLDLR and LRP8 APOER2 induces tyrosine phosphorylation of DAB1 and modulation of TAU phosphorylation	ENSP00000392423	ENSMUSP00000124052
ENOG410V7Y4	transaminase (Alanine aminotransferase)	ENSP00000345282, ENSP00000378408	ENSMUSP00000023203, ENSMUSP00000034136
ENOG410V7Y1	within bgcn homolog (Drosophila)	ENSP00000386156	ENSMUSP00000129789
ENOG410V7Y9	Kelch repeat and BTB (POZ) domain containing	ENSP00000287777, ENSP00000284669	ENSMUSP00000097627, ENSMUSP00000095873
ENOG410V7YG	Papillary renal cell carcinoma translocation-associated	ENSP00000271526	ENSMUSP00000005015
ENOG410V7YE	Protein inhibitor of activated STAT	ENSP00000262971, ENSP00000465676, ENSP00000376765, ENSP00000249636, ENSP00000464306	ENSMUSP00000096248, ENSMUSP00000110425, ENSMUSP00000069259, ENSMUSP00000005064
ENOG410V7YD	Hyaluronan and proteoglycan link protein 2	ENSP00000255039	ENSMUSP00000005014
ENOG410V7YC	growth hormone inducible transmembrane protein	ENSP00000361207	ENSMUSP00000046212
ENOG410V7YN	TBC1 domain family member	ENSP00000221543, ENSP00000448182	ENSMUSP00000020339, ENSMUSP00000048260
ENOG410V7YW	Spastic paraplegia 21 (Autosomal recessive, Mast syndrome)	ENSP00000204566	ENSMUSP00000034955
ENOG410V7YU	Dehydrogenase reductase SDR family member 7C	ENSP00000327975	ENSMUSP00000130924
ENOG410V7YS	chromosome 7 open reading frame 10	ENSP00000312054	ENSMUSP00000070759
ENOG410V7YZ	F-box and WD repeat domain containing 12	ENSP00000296438	ENSMUSP00000073617, ENSMUSP00000079460, ENSMUSP00000066613, ENSMUSP00000075918, ENSMUSP00000128652, ENSMUSP00000082051, ENSMUSP00000071811, ENSMUSP00000053786, ENSMUSP00000056358, ENSMUSP00000095962, ENSMUSP00000041750, ENSMUSP00000078503, ENSMUSP00000058175, ENSMUSP00000107670
ENOG410V7YY	Zinc finger protein 697	ENSP00000396857	ENSMUSP00000056979
ENOG410V4Z9	BCL2 adenovirus E1B 19kDa interacting protein 1	ENSP00000231668	ENSMUSP00000015725
ENOG410V4Z8	annexin A11	ENSP00000462880, ENSP00000265447, ENSP00000346550, ENSP00000377833, ENSP00000262219, ENSP00000362010, ENSP00000363395, ENSP00000296511, ENSP00000341674, ENSP00000462716, ENSP00000352101	ENSMUSP00000022519, ENSMUSP00000066035, ENSMUSP00000029266, ENSMUSP00000001187, ENSMUSP00000065295, ENSMUSP00000104511, ENSMUSP00000022416
ENOG410V4Z5	G protein-coupled receptor 156	ENSP00000324553	ENSMUSP00000055958
ENOG410V4Z4	toll-like receptor adaptor molecule 1	ENSP00000248244	ENSMUSP00000055104
ENOG410V4Z7	inositol monophosphatase domain containing 1	ENSP00000262644	ENSMUSP00000082013
ENOG410V4Z6	RING finger protein	ENSP00000362555, ENSP00000342667	ENSMUSP00000131373, ENSMUSP00000022890
ENOG410V4Z1	Phosphofructokinase	ENSP00000269848, ENSP00000345771, ENSP00000370517	ENSMUSP00000117030, ENSMUSP00000059801, ENSMUSP00000020522
ENOG410V4Z0	Microfibrillar-associated protein 1	ENSP00000267812	ENSMUSP00000087372, ENSMUSP00000049548
ENOG410V4Z3	Proline rich Gla (G-carboxyglutamic acid) 1	ENSP00000469094, ENSP00000367894	ENSMUSP00000109658
ENOG410V4Z2	CGG triplet repeat binding protein 1	ENSP00000381428	ENSMUSP00000065845
ENOG410VCFS	lactamase, beta	ENSP00000261893	ENSMUSP00000034929
ENOG410VCFT	Fibroblast growth factor (Acidic) intracellular binding protein	ENSP00000344572	ENSMUSP00000025847
ENOG410VCFU	Nucleolar protein 7, 27kDa	ENSP00000405674	ENSMUSP00000071818
ENOG410V4ZZ	family with sequence similarity 73, member	ENSP00000359827, ENSP00000351138	ENSMUSP00000077127, ENSMUSP00000072836
ENOG410V4ZU	family with sequence similarity 135, member	ENSP00000410768, ENSP00000378710	ENSMUSP00000022953, ENSMUSP00000027337
ENOG410V4ZT	piccolo presynaptic cytomatrix protein	ENSP00000334319	ENSMUSP00000030691
ENOG410V4ZP	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	ENSP00000346142	ENSMUSP00000056282
ENOG410V4ZS	Amyotrophic lateral sclerosis 2 (Juvenile)	ENSP00000264276, ENSP00000313670	ENSMUSP00000027178, ENSMUSP00000081989
ENOG410V4ZM	Myotubularin related protein	ENSP00000180173, ENSP00000371221, ENSP00000363985	ENSMUSP00000022563, ENSMUSP00000043851
ENOG410V4ZI	muscleblind-like splicing regulator	ENSP00000359890, ENSP00000267287, ENSP00000282486	ENSMUSP00000110526, ENSMUSP00000096686, ENSMUSP00000085763
ENOG410V4ZK	branched-chain-amino-acid aminotransferase	ENSP00000443459, ENSP00000322991	ENSMUSP00000032402, ENSMUSP00000033098
ENOG410V4ZJ	CUB and sushi multiple domains	ENSP00000297405, ENSP00000441462, ENSP00000241312, ENSP00000384917	ENSMUSP00000080751, ENSMUSP00000045856, ENSMUSP00000098235, ENSMUSP00000080938, ENSMUSP00000074902, ENSMUSP00000044261, ENSMUSP00000137727
ENOG410V4ZE	Taste receptor, type 1, member	ENSP00000331867, ENSP00000364520	ENSMUSP00000030792, ENSMUSP00000030510
ENOG410V4ZG	zinc finger	ENSP00000385939, ENSP00000275423	ENSMUSP00000076693, ENSMUSP00000059273
ENOG410V4ZA	forkhead box	ENSP00000318902, ENSP00000386200, ENSP00000309823	ENSMUSP00000094916, ENSMUSP00000073953, ENSMUSP00000031545
ENOG410V4ZC	exonuclease 3'-5' domain containing 1	ENSP00000321029	ENSMUSP00000054980
ENOG410V4ZB	Leucine-rich repeat LGI family, member 2	ENSP00000360472, ENSP00000371548	ENSMUSP00000084507, ENSMUSP00000040436
ENOG410VCFA	SOGA family member	ENSP00000455908, ENSP00000357251, ENSP00000352927	ENSMUSP00000083899, ENSMUSP00000090293
ENOG410VB9Z	radical S-adenosyl methionine domain containing 1	ENSP00000258955	ENSMUSP00000037361
ENOG410VB9X	metallophosphoesterase domain containing	ENSP00000350833, ENSP00000388137	ENSMUSP00000016530, ENSMUSP00000041981
ENOG410VB9Y	F-box protein	ENSP00000365944, ENSP00000251547, ENSP00000346240	ENSMUSP00000054022, ENSMUSP00000030858, ENSMUSP00000037377
ENOG410VB9V	dual specificity phosphatase and pro isomerase domain containing 1	ENSP00000340609	ENSMUSP00000073534
ENOG410VB9W	Mediator complex subunit 21	ENSP00000282892	ENSMUSP00000032429
ENOG410VB9T	coiled-coil domain containing 159	ENSP00000402239	ENSMUSP00000126474
ENOG410VB9U	SLU7 splicing factor homolog (S. cerevisiae)	ENSP00000297151	ENSMUSP00000020681
ENOG410VB9R	jnk1 mapk8-associated membrane protein	ENSP00000261247	ENSMUSP00000061370
ENOG410VB9S	Muskelin 1, intracellular mediator containing kelch motifs	ENSP00000323527	ENSMUSP00000026699
ENOG410VB9P	chromosome 21 open reading frame 91	ENSP00000284881	ENSMUSP00000109856
ENOG410VB9Q	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	ENSP00000262903	ENSMUSP00000039206
ENOG410VB9N	dihydrodiol dehydrogenase (dimeric)	ENSP00000221403	ENSMUSP00000011526
ENOG410VB9M	zinc finger, FYVE domain containing 27	ENSP00000348593	ENSMUSP00000130684
ENOG410VB9J	chromosome 2 open reading frame 81	ENSP00000290390	ENSMUSP00000032106
ENOG410VB9H	carnitine O-octanoyltransferase	ENSP00000413575	ENSMUSP00000003720
ENOG410VB9I	RAB GTPase activating protein	ENSP00000362751, ENSP00000251507	ENSMUSP00000061624, ENSMUSP00000028049
ENOG410VB9F	Thioredoxin-like 1	ENSP00000217515	ENSMUSP00000025476
ENOG410VB9G	coiled-coil domain containing 84	ENSP00000461346, ENSP00000334767	ENSMUSP00000053216
ENOG410VB9D	TAF6-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor	ENSP00000294168	ENSMUSP00000135193
ENOG410VB9E	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	ENSP00000262844, ENSP00000272647	ENSMUSP00000036085, ENSMUSP00000111475
ENOG410VB9B	Matrix metallopeptidase 11 (Stromelysin 3)	ENSP00000215743	ENSMUSP00000000924
ENOG410VB9A	Telomeric repeat binding factor 2	ENSP00000254942	ENSMUSP00000118759
ENOG410VB98	GM2 ganglioside activator	ENSP00000349687	ENSMUSP00000000608
ENOG410VB99	Aquaporin 11	ENSP00000318770	ENSMUSP00000082054
ENOG410VB94	motor neuron and pancreas homeobox	ENSP00000252971	ENSMUSP00000129503
ENOG410VB95	Ring finger protein	ENSP00000388207	ENSMUSP00000100592
ENOG410VB92	Ephrin-A4	ENSP00000414378	ENSMUSP00000029674
ENOG410VB93	SWI SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD H box	ENSP00000351947	ENSMUSP00000031984
ENOG410VB90	Zinc finger protein 704	ENSP00000331462	ENSMUSP00000041242
ENOG410VB91	Elongation factor RNA polymerase II-like 3	ENSP00000320346	ENSMUSP00000028679
ENOG410VINP	Proline rich 3	ENSP00000447605, ENSP00000449953, ENSP00000450024, ENSP00000365744, ENSP00000448320, ENSP00000449740, ENSP00000447760	ENSMUSP00000052166
ENOG410VINS	fatty acid binding protein 2, intestinal	ENSP00000274024	ENSMUSP00000023820
ENOG410VINU	Transmembrane protein 159	ENSP00000233047	ENSMUSP00000033210
ENOG410VINN	chromosome 8 open reading frame 40	ENSP00000390750	ENSMUSP00000131855
ENOG410VINA	Blocked early in transport 1 homolog (S. cerevisiae)	ENSP00000222547	ENSMUSP00000044877
ENOG410VIN8	WD repeat domain 83 opposite strand	ENSP00000468969	ENSMUSP00000078697
ENOG410VIN4	fatty acid binding protein 6, ileal	ENSP00000377549	ENSMUSP00000020672
ENOG410VIN5	COX20 Cox2 chaperone homolog (S. cerevisiae)	ENSP00000406327	ENSMUSP00000027781
ENOG410V59M	Interconversion of serine and glycine (By similarity)	ENSP00000333667, ENSP00000318868	ENSMUSP00000026470, ENSMUSP00000018744
ENOG410V59S	tumor necrosis factor ligand superfamily member 15	ENSP00000363157	ENSMUSP00000050144
ENOG410V59V	sec31 homolog	ENSP00000359370, ENSP00000347329	ENSMUSP00000064900, ENSMUSP00000092157
ENOG410V7W9	alkylglycerone phosphate synthase	ENSP00000264167	ENSMUSP00000041967
ENOG410V7W8	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)	ENSP00000281543	ENSMUSP00000084480
ENOG410V7W4	Ral GTPase activating protein, beta subunit (Non-catalytic)	ENSP00000262879	ENSMUSP00000048430
ENOG410V7W7	ephrin receptor signaling pathway	ENSP00000357393, ENSP00000426741	ENSMUSP00000029673
ENOG410V7W6	SNW domain containing 1	ENSP00000261531	ENSMUSP00000021428
ENOG410V7W1	PQ loop repeat containing 1	ENSP00000380880	ENSMUSP00000089402
ENOG410V7W0	Potassium channel tetramerisation domain containing 11	ENSP00000328352	ENSMUSP00000059107
ENOG410V7W2	Epithelial cell transforming sequence 2 oncogene	ENSP00000232458	ENSMUSP00000103935
ENOG410V7WN	NOP2 nucleolar protein homolog (yeast)	ENSP00000382392	ENSMUSP00000047123
ENOG410V7WI	member RAS oncogene family	ENSP00000380869, ENSP00000262646	ENSMUSP00000057664, ENSMUSP00000022765
ENOG410V7WH	CCR4-NOT transcription complex subunit 10	ENSP00000330060	ENSMUSP00000064840
ENOG410V7WK	K04255 r-opsin	ENSP00000361141	ENSMUSP00000022331
ENOG410V7WJ	Leukemia inhibitory factor	ENSP00000249075	ENSMUSP00000067066
ENOG410V7WD	carbonyl reductase	ENSP00000290354, ENSP00000290349	ENSMUSP00000047712, ENSMUSP00000049394
ENOG410V7WG	peptidase domain containing associated with muscle regeneration 1	ENSP00000278360	ENSMUSP00000028612
ENOG410V7WF	Adaptor-related protein complex 1, beta 1 subunit	ENSP00000314414, ENSP00000350199	ENSMUSP00000009234, ENSMUSP00000018875
ENOG410V7WC	basic leucine zipper nuclear factor 1	ENSP00000327541	ENSMUSP00000027866
ENOG410V7WB	Protein kinase, interferon-inducible double stranded RNA dependent activator	ENSP00000318176, ENSP00000266987	ENSMUSP00000002808, ENSMUSP00000023813
ENOG410V7WY	Solute carrier family 35 member C2	ENSP00000243896	ENSMUSP00000017808
ENOG410V7WT	Tetratricopeptide repeat domain 9B	ENSP00000311760	ENSMUSP00000008088
ENOG410V7WV	Family with sequence similarity 96, member A	ENSP00000300030	ENSMUSP00000034945
ENOG410V7WP	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	ENSP00000315835	ENSMUSP00000036240
ENOG410V7WS	Phosphatidylinositol-5-phosphate 4-kinase, type II	ENSP00000365757, ENSP00000269554	ENSMUSP00000018691, ENSMUSP00000006912
ENOG410VCDC	procollagen C-endopeptidase enhancer	ENSP00000223061	ENSMUSP00000031731
ENOG410VCDE	Homer homolog 3 (Drosophila)	ENSP00000376162	ENSMUSP00000003669
ENOG410VCDF	Peroxisomal membrane protein 2, 22kDa	ENSP00000321271	ENSMUSP00000031472
ENOG410VCDH	naked cuticle homolog 2 (Drosophila)	ENSP00000296849	ENSMUSP00000022051
ENOG410VCDJ	erythrocyte membrane protein band 4.9 (dematin)	ENSP00000265800	ENSMUSP00000022694
ENOG410VCDK	Pentatricopeptide repeat-containing protein	ENSP00000450995, ENSP00000400168	ENSMUSP00000031628
ENOG410VCDM	synovial sarcoma translocation, Chromosome 18	ENSP00000414516	ENSMUSP00000046320
ENOG410VCDR	Peroxisomal biogenesis factor 13	ENSP00000295030	ENSMUSP00000020523
ENOG410VCDS	Dual specificity phosphatase	ENSP00000341658, ENSP00000345281	ENSMUSP00000093603, ENSMUSP00000123090
ENOG410VCDU	zinc finger, DHHC-type containing 19	ENSP00000296326	ENSMUSP00000070727
ENOG410VCDV	Bcl2 modifying factor	ENSP00000346697	ENSMUSP00000087686
ENOG410VCDW	PCI domain containing 2	ENSP00000337405	ENSMUSP00000133204
ENOG410VCDX	cell surface glycoprotein CD200 receptor	ENSP00000311035, ENSP00000381272	ENSMUSP00000110273, ENSMUSP00000099869, ENSMUSP00000053822
ENOG410VCDY	Osteoclast stimulating factor 1	ENSP00000340836	ENSMUSP00000025631
ENOG410VCDZ	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	ENSP00000246194	ENSMUSP00000029120
ENOG410VCD0	NudC domain containing 2	ENSP00000304854	ENSMUSP00000020578
ENOG410VCD2	Protein phosphatase 1, regulatory (Inhibitor) subunit 2	ENSP00000328178	ENSMUSP00000060118
ENOG410VCD3	Fibrinogen-like 1	ENSP00000221204	ENSMUSP00000034003
ENOG410VCD5	anti-Mullerian hormone receptor, type II	ENSP00000257863	ENSMUSP00000023809
ENOG410VCD6	Extracellular matrix protein 1	ENSP00000358045	ENSMUSP00000112665
ENOG410VCD7	Adenylate kinase 7	ENSP00000267584	ENSMUSP00000043145
ENOG410VCD9	kinesin-associated protein 3	ENSP00000354560	ENSMUSP00000076830
ENOG410V85D	trafficking protein particle complex	ENSP00000291574	ENSMUSP00000000384
ENOG410V85E	TSPY-like 2	ENSP00000364591, ENSP00000469414	ENSMUSP00000046782
ENOG410V85F	ring finger protein 139	ENSP00000304051	ENSMUSP00000046467
ENOG410V85G	GTP-binding protein 8	ENSP00000373176	ENSMUSP00000125352
ENOG410V85A	Toll-like receptor 2	ENSP00000260010	ENSMUSP00000029623
ENOG410V85B	Doublecortin domain containing	ENSP00000367715	ENSMUSP00000063650
ENOG410V85C	signal peptidase complex subunit 2 homolog (S. cerevisiae)	ENSP00000263672	ENSMUSP00000041152
ENOG410V85M	kiaa0586	ENSP00000261244	ENSMUSP00000118956
ENOG410V85N	Histone-lysine n-methyltransferase	ENSP00000399135, ENSP00000398286, ENSP00000397323, ENSP00000373354, ENSP00000408583, ENSP00000414377, ENSP00000382886, ENSP00000417980, ENSP00000364687	ENSMUSP00000048225, ENSMUSP00000100002, ENSMUSP00000013931
ENOG410V85H	t-box transcription factor	ENSP00000279386	ENSMUSP00000091579
ENOG410V85I	nephronophthisis 3 (adolescent)	ENSP00000338766	ENSMUSP00000035167
ENOG410V85J	Small nuclear RNA activating complex, polypeptide 2, 45kDa	ENSP00000221573	ENSMUSP00000011981
ENOG410V85K	family with sequence similarity 129, member	ENSP00000362409, ENSP00000356481	ENSMUSP00000115822, ENSMUSP00000028135
ENOG410V85T	R3H domain and coiled-coil containing 1-like	ENSP00000298999	ENSMUSP00000026188
ENOG410V85U	Purinergic receptor P2Y G-protein coupled	ENSP00000307259, ENSP00000320376	ENSMUSP00000051353, ENSMUSP00000044730
ENOG410V85V	electron-transfer-flavoprotein beta polypeptide	ENSP00000346173	ENSMUSP00000004729
ENOG410V85W	kiaa1430	ENSP00000409964	ENSMUSP00000034048
ENOG410V85Q	zinc finger, MYND-type containing 12	ENSP00000361646	ENSMUSP00000092414
ENOG410V85R	signal transducer and activator of transcription	ENSP00000354394, ENSP00000264657, ENSP00000351255	ENSMUSP00000027277, ENSMUSP00000120152, ENSMUSP00000066743
ENOG410V85S	GTPase activating protein (SH3 domain) binding protein	ENSP00000348578, ENSP00000352738	ENSMUSP00000128244, ENSMUSP00000018727
ENOG410V85X	Transmembrane emp24 protein transport domain containing	ENSP00000404042, ENSP00000330945	ENSMUSP00000105531, ENSMUSP00000004943, ENSMUSP00000004508
ENOG410V85Y	Transmembrane protein 5	ENSP00000261234	ENSMUSP00000119308
ENOG410V85Z	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	ENSP00000361405, ENSP00000219070	ENSMUSP00000034187, ENSMUSP00000017881
ENOG410V854	Collagen, type XV, alpha 1	ENSP00000347665, ENSP00000364140	ENSMUSP00000099981, ENSMUSP00000101049
ENOG410V855	retinoic acid receptor responder (tazarotene induced) 1	ENSP00000264265	ENSMUSP00000060732
