#ortholog	function	species_a	species_b
ENOG410VEJG	kruppel-like factor	ENSP00000285407, ENSP00000307023	GB10114-PA
ENOG410VEJY	Ribosomal protein L13A	ENSP00000375730	GB16111-PA
ENOG410V4FY	Cullin 3	ENSP00000384109, ENSP00000364589, ENSP00000264414	GB16348-PA, GB11554-PA
ENOG410V4FX	transcriptional adaptor 3	ENSP00000307684	GB16765-PA
ENOG410V4FQ	Sodium leak channel, non-selective	ENSP00000251127	GB18502-PA
ENOG410V4FN	ribosomal protein S7	ENSP00000339095	GB15225-PB
ENOG410V4FA	Produces nitric oxide (NO) (By similarity)	ENSP00000297494, ENSP00000337459, ENSP00000327251	GB18010-PA
ENOG410V4FD	missing oocyte, meiosis regulator, homolog (Drosophila)	ENSP00000339881	GB17477-PA
ENOG410V4FG	Cholinergic receptor, nicotinic, alpha	ENSP00000312663, ENSP00000250699	GB17254-PA, GB14283-PA
ENOG410VDJX	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	ENSP00000316244	GB17991-PA, GB16007-PA
ENOG410VDJN	Dcp2 decapping enzyme homolog (S. cerevisiae)	ENSP00000373715	GB13896-PA
ENOG410VJ53	Barrier to autointegration factor 1	ENSP00000310275	GB11576-PA
ENOG410VJ58	Binds to the 23S rRNA (By similarity)	ENSP00000274242	GB16664-PA
ENOG410VJ5X	HIG1 hypoxia inducible domain family, member	ENSP00000398064	GB15440-PA
ENOG410VJ5K	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSP00000469468	GB12398-PA
ENOG410V7RZ	Stomatin	ENSP00000286713, ENSP00000368952	GB12041-PA, GB11324-PA
ENOG410V6KD	WD repeat domain 61	ENSP00000267973	GB12621-PA
ENOG410VAQU	Chitinase domain containing 1	ENSP00000338838	GB12238-PA
ENOG410VAQP	sarcoglycan, epsilon	ENSP00000398930	GB11262-PA
ENOG410VAQI	bora, aurora kinase A activator	ENSP00000375082	GB10618-PA
ENOG410VAQH	Small nuclear ribonucleoprotein polypeptide	ENSP00000243563, ENSP00000246071	GB15338-PA
ENOG410VAQK	Fumarate hydratase	ENSP00000355518	GB15172-PA
ENOG410VAQD	Nuclear receptor subfamily 6 group A member 1	ENSP00000420267	GB11634-PA, GB16863-PA
ENOG410VAQF	protein prenyltransferase alpha subunit repeat containing 1	ENSP00000344299	GB14707-PA
ENOG410VAQ7	stonin 2	ENSP00000267540, ENSP00000310969, ENSP00000311493	GB17165-PA
ENOG410VAQ1	G kinase anchoring protein 1	ENSP00000365550	GB19992-PA
ENOG410VAQ2	CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	ENSP00000299543	GB13837-PA
ENOG410VFQ2	(peptidyl-prolyl cis trans isomerase) NIMA-interacting 1	ENSP00000247970	GB11128-PA
ENOG410VFQ8	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	ENSP00000318128	GB13154-PA
ENOG410VFQN	Tigger transposable element derived 5	ENSP00000421489	GB13750-PA
ENOG410VFQV	Family with sequence similarity 18, member	ENSP00000305654, ENSP00000299866, ENSP00000225576	GB16358-PB
ENOG410V6IJ	Sirtuin 7	ENSP00000329466	GB14227-PA
ENOG410V6II	ATP-dependent microtubule severing protein. Microtubule severing may promote reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation. Required for membrane traffic from the endoplasmic reticulum (ER) to the Golgi and for completion of the abscission stage of cytokinesis. Also plays a role in axon growth and the formation of axonal branches (By similarity)	ENSP00000333836, ENSP00000320885, ENSP00000349356	GB12280-PA, GB19533-PA
ENOG410V6IM	programmed cell death 11	ENSP00000358812	GB15193-PA
ENOG410V6IC	Trans-2,3-enoyl-CoA	ENSP00000370607, ENSP00000215567	GB10614-PA
ENOG410V6IA	amyloid beta (A4) precursor protein-binding, family B, member	ENSP00000346378, ENSP00000427211, ENSP00000299402	GB14830-PA
ENOG410V6IE	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	ENSP00000310129	GB11587-PA, GB12091-PA
ENOG410V6I0	Tumor necrosis factor alpha-induced protein	ENSP00000331827, ENSP00000421848	GB17294-PA
ENOG410V6I1	biphenyl hydrolase-like (serine hydrolase	ENSP00000369739	GB11087-PA
ENOG410V6I6	Protein kinase, cAMP-dependent, regulatory, type I	ENSP00000353415, ENSP00000351410	GB13272-PA
ENOG410V6I7	mediator of DNA-damage checkpoint 1	ENSP00000365588, ENSP00000387429, ENSP00000373060, ENSP00000396484, ENSP00000409167, ENSP00000404318, ENSP00000416511, ENSP00000415212	GB18202-PA
ENOG410VKKD	Ubiquinol-cytochrome c reductase, complex III subunit VII	ENSP00000367934	GB12841-PA
ENOG410VKKQ	Small nuclear ribonucleoprotein 27kDa (U4 U6.U5)	ENSP00000244227	GB12478-PA
ENOG410VBTD	RING finger protein 165	ENSP00000269439	GB14475-PA
ENOG410VBTX	structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA	ENSP00000328940, ENSP00000251303	GB18886-PA
ENOG410VBTZ	chromosome 17 open reading frame 59	ENSP00000373669	GB10423-PA
ENOG410VBTR	selenophosphate synthetase	ENSP00000426234, ENSP00000367893	GB14958-PA
ENOG410WHCX	La ribonucleoprotein domain family member 7	ENSP00000314311	GB19284-PA
ENOG410VECF	corepressor interacting with RBPJ, 1	ENSP00000339723	GB14055-PA
ENOG410V5K6	glycosyltransferase 25 domain containing	ENSP00000361929, ENSP00000354960, ENSP00000252599	GB17277-PA
ENOG410V5K4	Glutamate decarboxylase	ENSP00000350928, ENSP00000282538, ENSP00000267085, ENSP00000259271	GB16827-PA, GB15745-PA, GB19979-PA, GB19363-PA
ENOG410V5K3	Transmembrane protein 181	ENSP00000356057	GB15276-PA
ENOG410V5KX	transcription factor B1, mitochondrial	ENSP00000356134	GB10769-PA
ENOG410V5KT	actin related protein 2 3 complex, subunit 4	ENSP00000388169	GB12059-PA
ENOG410V5KS	Calcyphosine-like	ENSP00000380523	GB17450-PA
ENOG410V5KF	SCY1-like 3 (S. cerevisiae)	ENSP00000356744	GB14522-PA
ENOG410V5KE	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)	ENSP00000366672	GB15418-PA
ENOG410V5KB	ceramide kinase	ENSP00000216264	GB19002-PA
ENOG410V5KA	Tetratricopeptide repeat domain 37	ENSP00000351596	GB17027-PA
ENOG410VADS	major facilitator superfamily domain containing 1	ENSP00000403117	GB14084-PA
ENOG410VADW	Piezo-type mechanosensitive ion channel component	ENSP00000463094, ENSP00000301015	GB16994-PA
ENOG410VADZ	elongation factor Tu GTP binding domain containing 1	ENSP00000268206	GB19416-PA
ENOG410VADX	solute carrier family 25 (mitochondrial carrier)	ENSP00000472050, ENSP00000215882	GB13222-PA
ENOG410VADY	nudix (nucleoside diphosphate linked moiety X)-type motif 9	ENSP00000303575	GB19047-PA
ENOG410VADF	Zinc finger protein	ENSP00000271715, ENSP00000267807, ENSP00000353586, ENSP00000302855, ENSP00000360017	GB10427-PA
ENOG410VADG	chromosome 19 open reading frame 47	ENSP00000463159	GB16996-PA
ENOG410VADD	transmembrane protein 223	ENSP00000303987	GB10507-PA
ENOG410VADJ	Protease-associated domain containing 1	ENSP00000258083	GB11001-PA
ENOG410VADK	PPIases accelerate the folding of proteins (By similarity)	ENSP00000306614, ENSP00000260970, ENSP00000232978	GB12479-PA, GB16997-PA
ENOG410VADH	WD repeat domain 4	ENSP00000328671	GB19855-PA
ENOG410VAD1	G protein pathway suppressor 1	ENSP00000347251	GB12219-PA
ENOG410VAD6	Farnesyltransferase, CAAX box, beta	ENSP00000246166	GB30029-PA
ENOG410VAD4	Vestigial like 4 (Drosophila)	ENSP00000404251	GB13280-PA
ENOG410VAD5	germ cell associated 2 (haspin)	ENSP00000325290	GB13461-PA
ENOG410V61S	Post-GPI attachment to proteins	ENSP00000278243	GB12167-PA, GB14985-PA
ENOG410V61B	Archain 1	ENSP00000264028, ENSP00000469662	GB17619-PA
ENOG410V61F	Sep (O-phosphoserine) tRNA Sec (Selenocysteine) tRNA synthase	ENSP00000371535	GB10166-PA
ENOG410V61D	Dual specificity phosphatase 3	ENSP00000226004	GB14599-PA
ENOG410V61J	Amino acid transporter light chain	ENSP00000023064, ENSP00000280612, ENSP00000253188, ENSP00000285850, ENSP00000219343, ENSP00000261622, ENSP00000320378	GB19129-PA, GB11335-PA, GB19966-PA
ENOG410V61K	DENN MADD domain containing	ENSP00000370889, ENSP00000362727, ENSP00000356366	GB10290-PA
ENOG410V4IQ	Down syndrome critical region gene 3	ENSP00000311399	GB11174-PA
ENOG410V4IY	Family with sequence similarity 166, member B	ENSP00000382646	GB14399-PA
ENOG410V4IZ	Exostoses (Multiple)-like 3	ENSP00000220562	GB14142-PA
ENOG410V4IM	ubiquitin protein ligase E3 component n-recognin 7	ENSP00000013070	GB10013-PA
ENOG410VJXW	Short coiled-coil protein	ENSP00000377751	GB17865-PA
ENOG410V5W9	thioredoxin reductase	ENSP00000430031, ENSP00000383365, ENSP00000434516	GB14972-PA
ENOG410V5N4	Nuclear export mediator factor	ENSP00000298310	GB17050-PA
ENOG410V5N5	Solute carrier family 32 (GABA vesicular transporter), member 1	ENSP00000217420	GB10226-PA
ENOG410V5N7	Cyclin K	ENSP00000374529	GB15954-PA
ENOG410WIWH	Glutamate receptor interacting protein	ENSP00000381098	GB11732-PA
ENOG410WIWI	Par-3 (Partitioning defective 3) homolog (C. elegans)	ENSP00000363921	GB10346-PA
ENOG410WIWG	Deafness, autosomal recessive 31	ENSP00000354623	GB15649-PA
ENOG410VBBS	DEAD (Asp-Glu-Ala-Asp) box helicase 6	ENSP00000469200, ENSP00000264018	GB16998-PA
ENOG410VBBQ	Lactation elevated 1	ENSP00000357973	GB12178-PA
ENOG410VBBP	CytoChrome c oxidase assembly	ENSP00000016171	GB20115-PA
ENOG410VBBW	Malate dehydrogenase	ENSP00000327070, ENSP00000459911	GB16464-PA
ENOG410VBBV	X-ray repair complementing defective repair in Chinese hamster cells 5	ENSP00000375977	GB12351-PA
ENOG410VBBU	Tubulin folding cofactor C	ENSP00000244625	GB15119-PA
ENOG410VBBT	F-box protein 21	ENSP00000328187	GB10738-PA
ENOG410VBBZ	Actin related protein 2 3 complex subunit 3	ENSP00000228825	GB14908-PA
ENOG410VBBB	Egl nine homolog	ENSP00000355601, ENSP00000307080, ENSP00000250457	GB18380-PA
ENOG410VBBE	Ras association (RalGDS AF-6) domain family (N-terminal) member 8	ENSP00000282884	GB11609-PA
ENOG410VBBK	Transducin beta-like 2	ENSP00000460222, ENSP00000307260	GB18600-PA
ENOG410VBBJ	Protein phosphatase 1 regulatory subunit 37	ENSP00000221462	GB10741-PA
ENOG410VBBN	Pyroglutamyl-peptidase	ENSP00000368199, ENSP00000269919, ENSP00000469299	GB11230-PA
ENOG410VBB6	WW domain binding protein 11	ENSP00000261167	GB12392-PA
ENOG410VBB9	PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)	ENSP00000315379	GB10936-PA
ENOG410V8JZ	AE binding protein 2	ENSP00000381840	GB19838-PA
ENOG410V8JQ	nischarin	ENSP00000339958	GB20077-PA
ENOG410V8JS	F-box and WD repeat domain containing 4	ENSP00000373698	GB14523-PA
ENOG410V8JW	polyhomeotic homolog	ENSP00000420294, ENSP00000257118	GB12142-PA
ENOG410V8JH	rho GTPase activating protein	ENSP00000310561	GB18281-PA
ENOG410V8JM	RAD21 homolog (S. pombe)	ENSP00000297338	GB13290-PA
ENOG410V8JE	ADP-ribosylation factor-like 13b	ENSP00000377769	GB13258-PA
ENOG410V8J9	Phosphatidylinositol-specific phospholipase C, X domain containing	ENSP00000420686, ENSP00000333751	GB10132-PA
ENOG410V8J8	BTG family member 3	ENSP00000344609	GB16183-PA
ENOG410V8J2	solute carrier family 25 (carnitine acylcarnitine translocase), member 20	ENSP00000326305	GB16715-PA
ENOG410V8J6	golgi reassembly stacking protein	ENSP00000313869, ENSP00000234160	GB11674-PA
ENOG410VD1U	asparaginase like 1	ENSP00000301776	GB30042-PA
ENOG410VD1P	Ribosomal protein S10	ENSP00000347271	GB15443-PA
ENOG410VD1J	Mediator complex subunit 23	ENSP00000357047	GB14508-PA
ENOG410VD1D	Polymerase (RNA) III (DNA directed) polypeptide E	ENSP00000299853	GB16456-PA
ENOG410VD1F	ATPase, H transporting, lysosomal 34kDa, V1 subunit D	ENSP00000216442	GB15226-PA
ENOG410WGFY	inositol polyphosphate multikinase	ENSP00000363046	GB12983-PA
ENOG410V4ZR	Protein tyrosine kinase 2	ENSP00000341189, ENSP00000332816	GB14643-PA
ENOG410VHXG	chromosome 14 open reading frame 119	ENSP00000322238	GB13684-PA
ENOG410VHXQ	transmembrane protein 203	ENSP00000375053	GB20056-PA
ENOG410WG10	epoxide hydrolase	ENSP00000359410	GB14679-PA
ENOG410V4V1	piwi-like	ENSP00000349208, ENSP00000330031, ENSP00000299001, ENSP00000245255	GB10293-PA, GB19389-PA
ENOG410V4V0	DnaJ (Hsp40) homolog, subfamily C, member 7	ENSP00000460089, ENSP00000406463	GB19952-PA
ENOG410V4V3	Hermansky-Pudlak Syndrome 1	ENSP00000326649	GB20137-PA
ENOG410V4V4	NCK adaptor protein	ENSP00000288986, ENSP00000233154	GB12942-PA
ENOG410V4V6	Cathepsin O	ENSP00000460395, ENSP00000414904	GB12963-PA
ENOG410V4VC	family with sequence similarity	ENSP00000470416, ENSP00000277165, ENSP00000364324	GB16923-PA
ENOG410V4VB	Ras association (RalGDS AF-6) domain family member	ENSP00000368684, ENSP00000339692	GB13901-PA
ENOG410V4VE	Charged multivesicular body protein 7	ENSP00000324491	GB15731-PA
ENOG410V4VD	Rho guanine nucleotide exchange factor (GEF)	ENSP00000355060, ENSP00000340297	GB14307-PA
ENOG410V4VG	UTP18, small subunit (SSU) processome component, homolog (yeast)	ENSP00000225298	GB19560-PA
ENOG410V4VY	regulator of chromosome condensation 2	ENSP00000364582	GB16824-PA
ENOG410V4VX	Testis-specific serine kinase	ENSP00000362634, ENSP00000375081, ENSP00000354168, ENSP00000382544, ENSP00000339179	GB10841-PA, GB17980-PA, GB17809-PA
ENOG410V4VP	cryptochrome	ENSP00000008527, ENSP00000406751	GB10211-PA
ENOG410V4VW	Serine threonine-protein kinase D	ENSP00000291281, ENSP00000234179, ENSP00000333568	GB14212-PA
ENOG410V4VV	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)	ENSP00000262193	GB14191-PA
ENOG410VB5N	Hermansky-Pudlak syndrome 3	ENSP00000296051	GB16044-PA
ENOG410VB5D	Translin	ENSP00000374332	GB12590-PA
ENOG410VB5E	Glutathione S-transferase	ENSP00000345023, ENSP00000358727	GB11466-PA
ENOG410VB5Z	inositol-3-phosphate synthase 1	ENSP00000337746	GB11572-PA
ENOG410VB5X	protein tyrosine phosphatase domain containing 1	ENSP00000288976	GB12206-PA
ENOG410VB5R	Headcase homolog (Drosophila)	ENSP00000356630	GB11140-PA, GB30058-PA, GB11853-PA
ENOG410VB5P	Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing	ENSP00000387593, ENSP00000263635	GB18008-PA
ENOG410VB5Q	Exocyst complex component 1	ENSP00000326514	GB17907-PA
ENOG410VB5W	Flotillin	ENSP00000391438, ENSP00000388861, ENSP00000365569, ENSP00000372873, ENSP00000373056, ENSP00000378368	GB11567-PA, GB15521-PA
ENOG410VB52	tRNA nucleotidyl transferase, CCA-adding, 1	ENSP00000251607	GB14031-PA
ENOG410VB56	YLP motif containing 1	ENSP00000324463	GB17144-PA
ENOG410VB57	Mitochondrial ribosomal protein L38	ENSP00000308275	GB15475-PA
ENOG410VB54	Transmembrane channel-like	ENSP00000297784, ENSP00000352413, ENSP00000351732	GB10040-PA, GB14086-PA
ENOG410V8X8	katanin p60	ENSP00000245121, ENSP00000335106, ENSP00000369989	GB19861-PA, GB14818-PA, GB17723-PA
ENOG410VIJD	polymerase (RNA) II (DNA directed) polypeptide D	ENSP00000272645	GB14536-PA
ENOG410VIJ6	GAR1 ribonucleoprotein homolog (yeast)	ENSP00000226796	GB19124-PA
ENOG410VIJ0	phosphohistidine phosphatase 1	ENSP00000247665	GB15387-PA
ENOG410V96A	Autophagy-related protein 3	ENSP00000283290	GB12186-PA
ENOG410V96C	WD repeat-containing protein	ENSP00000295121	GB14827-PA
ENOG410V96H	Activin A receptor type	ENSP00000241416, ENSP00000340361	GB18110-PA
ENOG410V96J	SideroFleXiN	ENSP00000358909, ENSP00000316905, ENSP00000224807	GB18454-PA, GB13350-PA
ENOG410V96N	Insulin-like growth factor 2 receptor	ENSP00000349437	GB13557-PA
ENOG410V96P	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase	ENSP00000466834, ENSP00000326170	GB15895-PA
ENOG410V96Q	breakpoint cluster region	ENSP00000303507, ENSP00000303909	GB19108-PA
ENOG410V96R	DBF4 homolog (S. cerevisiae)	ENSP00000265728	GB15393-PA
ENOG410V96W	Ubiquitin specific peptidase	ENSP00000274030, ENSP00000345216	GB16172-PA
ENOG410V961	PR domain containing 10	ENSP00000351686	GB12021-PA
ENOG410V962	Cyclin-dependent kinase-like	ENSP00000412365, ENSP00000265334, ENSP00000368080, ENSP00000379176	GB10805-PA, GB13450-PA
ENOG410V964	kiaa1009	ENSP00000385215	GB20023-PA
ENOG410V968	lectin, mannose-binding 1	ENSP00000251047	GB18233-PA
ENOG410V969	Calreticulin	ENSP00000269881, ENSP00000320866	GB17282-PA
ENOG410VE39	solute carrier family 39 (zinc transporter), member 3	ENSP00000269740	GB13393-PA, GB10202-PA
ENOG410VE3F	Glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (Glutamate binding)	ENSP00000456043, ENSP00000314380	GB15167-PA
ENOG410VE3C	zinc finger protein 511	ENSP00000355251	GB15570-PA
ENOG410VE3B	Origin recognition complex, subunit 2	ENSP00000234296	GB19049-PA
ENOG410VE3A	chromosome 1 open reading frame 85	ENSP00000354553	GB11270-PA
ENOG410VE3Y	homeobox	ENSP00000353151, ENSP00000305973	GB13409-PA
ENOG410WG34	smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	ENSP00000425133	GB14422-PA
ENOG410WG35	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	ENSP00000355261	GB14101-PA
ENOG410WG3M	protein arginine methyltransferase 10	ENSP00000314396	GB16612-PA
ENOG410V89P	Rhomboid, veinlet-like	ENSP00000219551, ENSP00000269051, ENSP00000289248	GB16638-PA
ENOG410V89Q	Damage-specific DNA binding protein 1, 127kDa	ENSP00000301764	GB18569-PA
ENOG410V89R	Methyltransferase like 18	ENSP00000307077	GB18102-PA
ENOG410V89S	developing brain homeobox 1	ENSP00000227256	GB11571-PA
ENOG410V89Y	bone morphogenetic protein	ENSP00000245451, ENSP00000368104	GB17971-PA
ENOG410V89C	Heparanase	ENSP00000308107, ENSP00000359583	GB13964-PA, GB30056-PA, GB16426-PA
ENOG410V89D	mannosyl-oligosaccharide glucosidase	ENSP00000233616	GB12872-PA
ENOG410V89E	Phosphatidylinositol glycan anchor biosynthesis, class S	ENSP00000309430	GB12879-PA
ENOG410V89G	UTP6, small subunit (SSU) processome component, homolog (yeast)	ENSP00000261708	GB14432-PA
ENOG410V89H	Mitogen-activated protein kinase binding protein 1	ENSP00000384792, ENSP00000393099	GB30555-RA_2
ENOG410V89I	Chromosome 12 open reading frame 66	ENSP00000381132	GB18837-PA
ENOG410V89K	Autophagy related	ENSP00000353010, ENSP00000366475	GB10358-PA
ENOG410V89M	Leucine rich repeat containing 47	ENSP00000367498	GB18209-PA
ENOG410V89N	SAP30 binding protein	ENSP00000462116	GB18386-PA
ENOG410V893	Topoisomerase (DNA) I	ENSP00000328835, ENSP00000354522	GB15849-PA
ENOG410V894	NK2 homeobox 3	ENSP00000342828	GB15586-PA
ENOG410V895	Abhydrolase domain containing 2	ENSP00000268129	GB13754-PA
ENOG410V896	SPARC related modular calcium binding	ENSP00000346537, ENSP00000355110	GB10197-PA
ENOG410VDD5	UBA domain containing 1	ENSP00000360821	GB13333-PA
ENOG410VDD3	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis (By similarity)	ENSP00000273550	GB15667-PA
ENOG410VDD0	alkB, alkylation repair homolog 8 (E. coli)	ENSP00000374219	GB18368-PA
ENOG410VDDY	FUN14 domain containing 1	ENSP00000367284	GB11005-PA
ENOG410VDDG	Aly REF export factor	ENSP00000421592	GB18402-PA
ENOG410VDDN	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	ENSP00000243918	GB13942-PA
ENOG410V674	stress-induced-phosphoprotein 1	ENSP00000305958	GB19425-PA
ENOG410V675	mitochondrial ribosomal protein, S35	ENSP00000081029	GB11162-PA
ENOG410V676	WD repeat domain 89	ENSP00000267522	GB13616-PA
ENOG410V677	Patched 1	ENSP00000361266, ENSP00000332353	GB16349-PA
ENOG410V671	forkhead box J1	ENSP00000323880	GB13352-PA
ENOG410V672	Coiled-coil domain containing 47	ENSP00000225726	GB17965-PA
ENOG410V678	Asparaginyl-tRNA synthetase	ENSP00000256854	GB18152-PA
ENOG410V67T	minichromosome maintenance complex component 7	ENSP00000307288	GB12635-PA
ENOG410V67U	DIRAS family, GTP-binding Ras-like	ENSP00000325836, ENSP00000364919	GB17447-PA
ENOG410V67V	Potassium voltage-gated channel	ENSP00000430846, ENSP00000360806, ENSP00000295082	GB19350-PA
