#ortholog	function	species_a	species_b
ENOG410V8F4	myosin light chain	ENSPTRP00000016741, ENSPTRP00000016740, ENSPTRP00000023100	GB17693-PA, GB18838-PA
ENOG410V8F7	dihydrolipoyl dehydrogenase	ENSPTRP00000033534	GB16546-PA, GB17626-PA
ENOG410V8F6	GTPase activating Rap RanGAP domain-like 3	ENSPTRP00000036549	GB10533-PA
ENOG410V8F3	Solute carrier family 3 (Cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	ENSPTRP00000020401	GB20070-PA, GB19017-PA, GB12607-PA, GB11220-PA
ENOG410V8F2	DEAD (Asp-Glu-Ala-Asp) box polypeptide	ENSPTRP00000038771, ENSPTRP00000042413	GB14804-PA, GB19873-PA
ENOG410VD55	PPIases accelerate the folding of proteins (By similarity)	ENSPTRP00000012236, ENSPTRP00000029385	GB12089-PA
ENOG410VD5B	lipoyltransferase 1	ENSPTRP00000021031	GB17158-PA
ENOG410VD5C	Fanconi anemia, complementation group M	ENSPTRP00000010694	GB12279-PA, GB30306-PA
ENOG410VD5G	RanBP-type and C3HC4-type zinc finger containing 1	ENSPTRP00000022503	GB17157-PA
ENOG410VD5P	focadhesin	ENSPTRP00000035595	GB16529-PA
ENOG410VD5U	Yip1 domain family, member 6	ENSPTRP00000037776	GB11526-PA
ENOG410VD5Y	Leo1, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)	ENSPTRP00000012100	GB16641-PA
ENOG410VD5Z	membrane-associated ring finger (C3HC4) 5	ENSPTRP00000046954	GB13337-PA
ENOG410V54E	Hydroxyacylglutathione hydrolase	ENSPTRP00000013008	GB18892-PA
ENOG410WIH6	discs, large homolog 5 (Drosophila)	ENSPTRP00000004634	GB12298-PA
ENOG410WIHH	Ubiquitin-like 7 (Bone marrow stromal cell-derived)	ENSPTRP00000041962	GB11120-PA
ENOG410VG8N	SFT2 domain containing	ENSPTRP00000057560, ENSPTRP00000044751	GB11616-PA
ENOG410VCQC	Mesencephalic astrocyte-derived neurotrophic factor	ENSPTRP00000025845	GB10060-PA
ENOG410VCQG	mitochondrial ribosomal protein, L40	ENSPTRP00000024212	GB10857-PA
ENOG410VCQE	Cell surface proteoglycan (By similarity)	ENSPTRP00000034956	GB15441-PA
ENOG410VCQI	akt interacting protein	ENSPTRP00000013850	GB18579-PA
ENOG410VCQH	bol, boule-like (Drosophila)	ENSPTRP00000021832	GB15596-PA, GB13749-PA
ENOG410VCQN	Homer homolog	ENSPTRP00000029155	GB14479-PA
ENOG410VCQS	Polymerase (RNA) III (DNA directed) polypeptide H	ENSPTRP00000024856	GB17735-PA
ENOG410VCQR	component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)	ENSPTRP00000011011	GB16318-PA
ENOG410VCQT	N-alpha-acetyltransferase 30, NatC catalytic subunit	ENSPTRP00000010832	GB17389-PA
ENOG410VCQ1	methyltransferase like 25	ENSPTRP00000008950	GB12683-PA
ENOG410VCQ8	trimethylguanosine synthase 1	ENSPTRP00000034697	GB12867-PA
ENOG410VHTD	Chromosome 9 open reading frame 85	ENSPTRP00000049285	GB16017-PA
ENOG410VHT1	nuclear transport factor	ENSPTRP00000014078	GB19311-PA
ENOG410VDCB	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)	ENSPTRP00000052120	GB11233-PA
ENOG410VDCC	glycoprotein M6-b	ENSPTRP00000037135	GB16856-PA
ENOG410V7Y7	trafficking protein particle complex 11	ENSPTRP00000028528	GB13040-PA
ENOG410V7Y4	transaminase (Alanine aminotransferase)	ENSPTRP00000013801, ENSPTRP00000039118	GB17641-PA
ENOG410V7Y1	within bgcn homolog (Drosophila)	ENSPTRP00000055814	GB18277-PA
ENOG410V7YG	Papillary renal cell carcinoma translocation-associated	ENSPTRP00000002490	GB16133-PA
ENOG410V7YE	Protein inhibitor of activated STAT	ENSPTRP00000017001, ENSPTRP00000060824, ENSPTRP00000017489, ENSPTRP00000002056	GB18362-PA
ENOG410V7YC	growth hormone inducible transmembrane protein	ENSPTRP00000004697	GB11560-PA
ENOG410V7YN	TBC1 domain family member	ENSPTRP00000008882, ENSPTRP00000019446	GB18429-PA
ENOG410V7YW	Spastic paraplegia 21 (Autosomal recessive, Mast syndrome)	ENSPTRP00000012254	GB18983-PA
ENOG410V7YS	chromosome 7 open reading frame 10	ENSPTRP00000032653	GB14150-PA
ENOG410V4Z9	BCL2 adenovirus E1B 19kDa interacting protein 1	ENSPTRP00000029957	GB19504-PA
ENOG410V4Z8	annexin A11	ENSPTRP00000028177, ENSPTRP00000004563, ENSPTRP00000020639, ENSPTRP00000058077, ENSPTRP00000043234, ENSPTRP00000004670	GB16312-PA, GB16448-PA
ENOG410V4Z6	RING finger protein	ENSPTRP00000035009, ENSPTRP00000044897	GB14112-PA
ENOG410V4Z1	Phosphofructokinase	ENSPTRP00000056036, ENSPTRP00000040215, ENSPTRP00000003790	GB17113-PA
ENOG410V4Z0	Microfibrillar-associated protein 1	ENSPTRP00000011974	GB13767-PA
ENOG410VCFT	Fibroblast growth factor (Acidic) intracellular binding protein	ENSPTRP00000006722	GB17539-PA
ENOG410V4ZZ	family with sequence similarity 73, member	ENSPTRP00000036680, ENSPTRP00000001524	GB12457-PA
ENOG410V4ZU	family with sequence similarity 135, member	ENSPTRP00000041170, ENSPTRP00000035247	GB15318-PA
ENOG410V4ZP	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	ENSPTRP00000045435	GB10596-PA
ENOG410V4ZS	Amyotrophic lateral sclerosis 2 (Juvenile)	ENSPTRP00000025611, ENSPTRP00000021899	GB16680-PA
ENOG410V4ZM	Myotubularin related protein	ENSPTRP00000034274, ENSPTRP00000037747, ENSPTRP00000009743	GB11368-PA
ENOG410V4ZK	branched-chain-amino-acid aminotransferase	ENSPTRP00000008145, ENSPTRP00000019306	GB14457-PA, GB10167-PA
ENOG410V4ZJ	CUB and sushi multiple domains	ENSPTRP00000049082, ENSPTRP00000034173, ENSPTRP00000052558, ENSPTRP00000035093	GB11792-PA, GB17310-PA
ENOG410V4ZA	forkhead box	ENSPTRP00000033573, ENSPTRP00000026070, ENSPTRP00000050159	GB10313-PA
ENOG410V4ZC	exonuclease 3'-5' domain containing 1	ENSPTRP00000011843	GB10691-PA
ENOG410VCFA	SOGA family member	ENSPTRP00000031723, ENSPTRP00000049503	GB14067-PA
ENOG410VB9X	metallophosphoesterase domain containing	ENSPTRP00000006022	GB17727-PA
ENOG410VB9Y	F-box protein	ENSPTRP00000052863, ENSPTRP00000000286, ENSPTRP00000000287	GB13415-PA
ENOG410VB9W	Mediator complex subunit 21	ENSPTRP00000060829	GB17156-PA
ENOG410VB9U	SLU7 splicing factor homolog (S. cerevisiae)	ENSPTRP00000029882	GB12242-PA
ENOG410VB9R	jnk1 mapk8-associated membrane protein	ENSPTRP00000010860	GB18846-PA
ENOG410VB9S	Muskelin 1, intracellular mediator containing kelch motifs	ENSPTRP00000047082	GB11415-PA
ENOG410VB9N	dihydrodiol dehydrogenase (dimeric)	ENSPTRP00000019319	GB13821-PA
ENOG410VB9I	RAB GTPase activating protein	ENSPTRP00000036468, ENSPTRP00000058205	GB10098-PA
ENOG410VB9F	Thioredoxin-like 1	ENSPTRP00000017065	GB15457-PA
ENOG410VB9E	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	ENSPTRP00000047308, ENSPTRP00000021300	GB16533-PA, GB11891-PA
ENOG410VB94	motor neuron and pancreas homeobox	ENSPTRP00000047521	GB11098-PA
ENOG410VB93	SWI SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD H box	ENSPTRP00000038869	GB17523-PA
ENOG410VB90	Zinc finger protein 704	ENSPTRP00000034850	GB19322-PA
ENOG410VINA	Blocked early in transport 1 homolog (S. cerevisiae)	ENSPTRP00000033203	GB10169-PA
ENOG410VIN8	WD repeat domain 83 opposite strand	ENSPTRP00000017985	GB15436-PA
ENOG410V59M	Interconversion of serine and glycine (By similarity)	ENSPTRP00000015094, ENSPTRP00000008712	GB14485-PA
ENOG410V59V	sec31 homolog	ENSPTRP00000040943, ENSPTRP00000005009	GB12808-PA
ENOG410V7W9	alkylglycerone phosphate synthase	ENSPTRP00000021662	GB16460-PA
ENOG410V7W8	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)	ENSPTRP00000027570	GB10987-PA
ENOG410V7W4	Ral GTPase activating protein, beta subunit (Non-catalytic)	ENSPTRP00000023158	GB12156-PA
ENOG410V7W6	SNW domain containing 1	ENSPTRP00000011189	GB12341-PA
ENOG410V7W1	PQ loop repeat containing 1	ENSPTRP00000017221	GB11690-PA
ENOG410V7WN	NOP2 nucleolar protein homolog (yeast)	ENSPTRP00000050517	GB19807-PA
ENOG410V7WI	member RAS oncogene family	ENSPTRP00000057087, ENSPTRP00000010393	GB19296-PA
ENOG410V7WH	CCR4-NOT transcription complex subunit 10	ENSPTRP00000025390	GB15743-PA
ENOG410V7WK	K04255 r-opsin	ENSPTRP00000004716	GB19336-PA, GB19657-PA
ENOG410V7WD	carbonyl reductase	ENSPTRP00000023900, ENSPTRP00000023898	GB16229-PA
ENOG410V7WF	Adaptor-related protein complex 1, beta 1 subunit	ENSPTRP00000024487, ENSPTRP00000042158	GB16141-PA
ENOG410V7WC	basic leucine zipper nuclear factor 1	ENSPTRP00000002755	GB16671-PA
ENOG410V7WB	Protein kinase, interferon-inducible double stranded RNA dependent activator	ENSPTRP00000050292, ENSPTRP00000021685	GB18006-PA
ENOG410V7WY	Solute carrier family 35 member C2	ENSPTRP00000023344	GB19954-PA
ENOG410V7WV	Family with sequence similarity 96, member A	ENSPTRP00000012231	GB19427-PA
ENOG410V7WP	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	ENSPTRP00000034064	GB16033-PA
ENOG410V7WS	Phosphatidylinositol-5-phosphate 4-kinase, type II	ENSPTRP00000015468, ENSPTRP00000003988	GB12553-PA
ENOG410VCDF	Peroxisomal membrane protein 2, 22kDa	ENSPTRP00000009638	GB18801-PA
ENOG410VCDK	Pentatricopeptide repeat-containing protein	ENSPTRP00000033280	GB13994-PA
ENOG410VCDM	synovial sarcoma translocation, Chromosome 18	ENSPTRP00000016892	GB10168-PA
ENOG410VCDS	Dual specificity phosphatase	ENSPTRP00000060106, ENSPTRP00000057053	GB11428-PA
ENOG410VCDW	PCI domain containing 2	ENSPTRP00000010291	GB19368-PA
ENOG410VCD2	Protein phosphatase 1, regulatory (Inhibitor) subunit 2	ENSPTRP00000027114	GB13783-PA
ENOG410VCD7	Adenylate kinase 7	ENSPTRP00000011428	GB15612-PA
ENOG410VCD9	kinesin-associated protein 3	ENSPTRP00000002773	GB10607-PA
ENOG410V85D	trafficking protein particle complex	ENSPTRP00000024040	GB16250-PA
ENOG410V85F	ring finger protein 139	ENSPTRP00000035174	GB17484-PA
ENOG410V85C	signal peptidase complex subunit 2 homolog (S. cerevisiae)	ENSPTRP00000007005	GB19456-PA
ENOG410V85N	Histone-lysine n-methyltransferase	ENSPTRP00000050361, ENSPTRP00000048599	GB18236-PA
ENOG410V85H	t-box transcription factor	ENSPTRP00000013650	GB18009-PA
ENOG410V85T	R3H domain and coiled-coil containing 1-like	ENSPTRP00000004953	GB16539-PA
ENOG410V85V	electron-transfer-flavoprotein beta polypeptide	ENSPTRP00000019549	GB16132-PA
ENOG410V85S	GTPase activating protein (SH3 domain) binding protein	ENSPTRP00000040810, ENSPTRP00000041123	GB16066-PA
ENOG410V85X	Transmembrane emp24 protein transport domain containing	ENSPTRP00000030051, ENSPTRP00000032713	GB14499-PA
ENOG410V854	Collagen, type XV, alpha 1	ENSPTRP00000049148, ENSPTRP00000053920	GB18123-PA
ENOG410V856	Transmembrane protein 9	ENSPTRP00000003057	GB18333-PA
ENOG410V853	casein kinase 1	ENSPTRP00000040515, ENSPTRP00000060040, ENSPTRP00000047919, ENSPTRP00000016665	GB10720-PA, GB15520-PA
ENOG410VDH2	ribosomal protein, L30	ENSPTRP00000021034	GB13000-PA
ENOG410VDH1	CDK5 regulatory subunit associated protein 1-like 1	ENSPTRP00000030337	GB12476-PA
ENOG410VDH0	SDE2 telomere maintenance homolog (S. pombe)	ENSPTRP00000051106	GB20001-PA
ENOG410VDHX	Cd63 molecule	ENSPTRP00000008613	GB11399-PA, GB13074-PA
ENOG410VDHT	abhydrolase domain containing 11	ENSPTRP00000032953	GB13970-PA
ENOG410V7UN	Programmed cell death 2	ENSPTRP00000032147	GB16114-PA
ENOG410V7UE	Phosphatase and tensin homolog	ENSPTRP00000053686, ENSPTRP00000004746	GB14441-PA
ENOG410V638	SMAD specific E3 ubiquitin protein ligase	ENSPTRP00000047812, ENSPTRP00000016213	GB17703-PA
ENOG410V639	Solute carrier family 24 (Sodium potassium calcium exchanger), member	ENSPTRP00000012038, ENSPTRP00000011339, ENSPTRP00000022797, ENSPTRP00000012286, ENSPTRP00000035592	GB13625-PA, GB14614-PA, GB14308-PA, GB14667-PA
ENOG410V634	Trafficking protein particle complex 1	ENSPTRP00000014857	GB11863-PA
ENOG410V635	OTU domain containing 5	ENSPTRP00000037558	GB10235-PA
ENOG410V636	SKI family transcriptional corepressor	ENSPTRP00000012338, ENSPTRP00000057622	GB15530-PA
ENOG410V63X	folliculin	ENSPTRP00000015051	GB13685-PA
ENOG410V63Y	Selenium binding protein 1	ENSPTRP00000002193	GB11771-PA
ENOG410V63Q	Tubulin tyrosine ligase-like family, member	ENSPTRP00000055754	GB20131-PA
ENOG410V63T	Phosphatidylinositol glycan anchor biosynthesis, class Q	ENSPTRP00000012879	GB17117-PA
ENOG410V63U	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSPTRP00000029827	GB18812-PA
ENOG410V63V	aldo-keto reductase family 1, member	ENSPTRP00000003803, ENSPTRP00000003805, ENSPTRP00000003797, ENSPTRP00000033770, ENSPTRP00000033774, ENSPTRP00000001168, ENSPTRP00000033814, ENSPTRP00000003793	GB19030-PA, GB15375-PA, GB15290-PA, GB16684-PA, GB18109-PA
ENOG410V63H	kiaa2013	ENSPTRP00000000302	GB11958-PA
ENOG410V63J	round spermatid basic protein	ENSPTRP00000001933, ENSPTRP00000033073	GB19221-PA, GB15644-PA
ENOG410V63M	chromosome 9 open reading frame 114	ENSPTRP00000044325	GB17754-PA
ENOG410V63B	Sterile alpha and TIR motif containing 1	ENSPTRP00000015218	GB14250-PA
ENOG410V63C	Calcium binding protein	ENSPTRP00000009989, ENSPTRP00000022257	GB10608-PA
ENOG410V63D	Peptidase (Mitochondrial processing) alpha	ENSPTRP00000036911	GB11914-PA
ENOG410V9QV	ARP6 actin-related protein 6 homolog (yeast)	ENSPTRP00000009079	GB11388-PA
ENOG410V9QQ	baculoviral IAP repeat containing 6	ENSPTRP00000052049	GB15652-PA
ENOG410V9QX	SUMO1 sentrin specific peptidase 1	ENSPTRP00000027018, ENSPTRP00000008330	GB16943-PA
ENOG410V9QA	cereblon	ENSPTRP00000051622	GB19527-PA
ENOG410V9QB	hydroxysteroid (17-beta) dehydrogenase 12	ENSPTRP00000006113	GB10228-PA, GB11409-PA
ENOG410V9QM	Zinc finger protein 341	ENSPTRP00000022989	GB15420-PA
ENOG410V9QN	ras homolog family member	ENSPTRP00000060825, ENSPTRP00000001916, ENSPTRP00000025759	GB13135-PA
ENOG410V9QI	Homogentisate 1,2-dioxygenase	ENSPTRP00000026325	GB15325-PA, GB11477-PA
ENOG410V9QJ	Tetratricopeptide repeat domain 25	ENSPTRP00000053068	GB17173-PA
ENOG410V9Q5	peroxisomal biogenesis factor 19	ENSPTRP00000051676	GB18587-PA
ENOG410V9Q4	asparaginase homolog (S. cerevisiae)	ENSPTRP00000011549	GB14596-PA
ENOG410V9Q7	huntingtin	ENSPTRP00000027313	GB18618-PA
ENOG410V9Q3	Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases (By similarity)	ENSPTRP00000020963	GB11159-PA, GB16624-PA
ENOG410V9Q9	Myelin expression factor 2	ENSPTRP00000012039	GB13910-PA
ENOG410V9Q8	Secretion regulating guanine nucleotide exchange factor	ENSPTRP00000005945	GB17309-PA
ENOG410WHJD	Notch ligand involved in the mediation of Notch signaling (By similarity)	ENSPTRP00000032142	GB12464-PA
ENOG410WHJJ	Fibulin 2	ENSPTRP00000025264	GB11007-PA
ENOG410WHJN	neurogenic locus notch homolog protein	ENSPTRP00000036924, ENSPTRP00000018116	GB10567-PA, GB30198-PA
ENOG410VEJ7	Aldehyde dehydrogenase 1 family, member	ENSPTRP00000009141	GB12327-PA
ENOG410VEJJ	PIH1 domain containing 3	ENSPTRP00000038117	GB10588-PA
ENOG410VEJA	transmembrane protein 199	ENSPTRP00000015215	GB17757-PA
ENOG410VEJE	low density lipoprotein receptor-related protein associated protein 1	ENSPTRP00000027332	GB17421-PA
ENOG410VEJG	kruppel-like factor	ENSPTRP00000020024, ENSPTRP00000056421	GB10114-PA
ENOG410VEJY	Ribosomal protein L13A	ENSPTRP00000042088, ENSPTRP00000019396	GB16111-PA
ENOG410V4FY	Cullin 3	ENSPTRP00000010296, ENSPTRP00000038292, ENSPTRP00000022190	GB11554-PA, GB16348-PA
ENOG410V4FX	transcriptional adaptor 3	ENSPTRP00000025171	GB16765-PA
ENOG410V4FQ	Sodium leak channel, non-selective	ENSPTRP00000010208	GB18502-PA
ENOG410V4FN	ribosomal protein S7	ENSPTRP00000019976, ENSPTRP00000055426	GB15225-PB
ENOG410V4FA	Produces nitric oxide (NO) (By similarity)	ENSPTRP00000034022, ENSPTRP00000059562, ENSPTRP00000015192	GB18010-PA
ENOG410V4FD	missing oocyte, meiosis regulator, homolog (Drosophila)	ENSPTRP00000032338	GB17477-PA
ENOG410V4FG	Cholinergic receptor, nicotinic, alpha	ENSPTRP00000027539, ENSPTRP00000005651	GB14283-PA, GB17254-PA
ENOG410VDJX	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	ENSPTRP00000028964	GB17991-PA, GB16007-PA
ENOG410VDJN	Dcp2 decapping enzyme homolog (S. cerevisiae)	ENSPTRP00000029331	GB13896-PA
ENOG410VJ53	Barrier to autointegration factor 1	ENSPTRP00000006737	GB11576-PA
ENOG410VJ58	Binds to the 23S rRNA (By similarity)	ENSPTRP00000059851	GB16664-PA
ENOG410VJ5X	HIG1 hypoxia inducible domain family, member	ENSPTRP00000060206, ENSPTRP00000060960	GB15440-PA
ENOG410VJ5K	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSPTRP00000054026	GB12398-PA
ENOG410V7RZ	Stomatin	ENSPTRP00000036427, ENSPTRP00000009879	GB11324-PA, GB12041-PA
ENOG410V6KD	WD repeat domain 61	ENSPTRP00000012547	GB12621-PA
ENOG410VAQU	Chitinase domain containing 1	ENSPTRP00000005545	GB12238-PA
ENOG410VAQP	sarcoglycan, epsilon	ENSPTRP00000033210	GB11262-PA
ENOG410VAQI	bora, aurora kinase A activator	ENSPTRP00000010069	GB10618-PA
ENOG410VAQH	Small nuclear ribonucleoprotein polypeptide	ENSPTRP00000022762, ENSPTRP00000018887	GB15338-PA
ENOG410VAQK	Fumarate hydratase	ENSPTRP00000003656	GB15172-PA
ENOG410VAQD	Nuclear receptor subfamily 6 group A member 1	ENSPTRP00000036497	GB16863-PA, GB11634-PA
ENOG410VAQF	protein prenyltransferase alpha subunit repeat containing 1	ENSPTRP00000061172	GB14707-PA
ENOG410VAQ7	stonin 2	ENSPTRP00000020449, ENSPTRP00000011219	GB17165-PA
ENOG410VAQ1	G kinase anchoring protein 1	ENSPTRP00000035990	GB19992-PA
ENOG410VAQ2	CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	ENSPTRP00000017217	GB13837-PA
ENOG410VFQ2	(peptidyl-prolyl cis trans isomerase) NIMA-interacting 1	ENSPTRP00000017779	GB11128-PA
ENOG410VFQ8	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	ENSPTRP00000027369	GB13154-PA
ENOG410VFQV	Family with sequence similarity 18, member	ENSPTRP00000059815, ENSPTRP00000052925, ENSPTRP00000013249	GB16358-PB
ENOG410V6IJ	Sirtuin 7	ENSPTRP00000016642	GB14227-PA
ENOG410V6II	ATP-dependent microtubule severing protein. Microtubule severing may promote reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation. Required for membrane traffic from the endoplasmic reticulum (ER) to the Golgi and for completion of the abscission stage of cytokinesis. Also plays a role in axon growth and the formation of axonal branches (By similarity)	ENSPTRP00000021503, ENSPTRP00000020280, ENSPTRP00000040609	GB12280-PA, GB19533-PA
ENOG410V6IM	programmed cell death 11	ENSPTRP00000005127	GB15193-PA
ENOG410V6IC	Trans-2,3-enoyl-CoA	ENSPTRP00000053478, ENSPTRP00000018079	GB10614-PA
ENOG410V6IA	amyloid beta (A4) precursor protein-binding, family B, member	ENSPTRP00000056562, ENSPTRP00000041150, ENSPTRP00000005759	GB14830-PA
ENOG410V6IE	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	ENSPTRP00000026991	GB12091-PA, GB11587-PA
ENOG410V6I0	Tumor necrosis factor alpha-induced protein	ENSPTRP00000029368, ENSPTRP00000049097	GB17294-PA
ENOG410V6I1	biphenyl hydrolase-like (serine hydrolase	ENSPTRP00000030182	GB11087-PA
ENOG410V6I6	Protein kinase, cAMP-dependent, regulatory, type I	ENSPTRP00000045750	GB13272-PA
ENOG410V6I7	mediator of DNA-damage checkpoint 1	ENSPTRP00000042596	GB18202-PA
ENOG410VKKD	Ubiquinol-cytochrome c reductase, complex III subunit VII	ENSPTRP00000029471	GB12841-PA
ENOG410VKKQ	Small nuclear ribonucleoprotein 27kDa (U4 U6.U5)	ENSPTRP00000020644	GB12478-PA
