ortholog	function	Mus_musculus	Rattus_norvegicus
ENOG410VB06	Transmembrane emp24 protein transport domain containing	ENSMUSP00000002837, ENSMUSP00000034698	ENSRNOP00000057728, ENSRNOP00000000083
ENOG410VB01	Bardet-biedl syndrome 4	ENSMUSP00000026265	ENSRNOP00000030021
ENOG410VB09	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides (By similarity)	ENSMUSP00000000260, ENSMUSP00000002397	ENSRNOP00000023613
ENOG410VB0E	Ceramide kinase-like	ENSMUSP00000114325	ENSRNOP00000054687
ENOG410VB0D	Transcription factor	ENSMUSP00000070112, ENSMUSP00000021692	ENSRNOP00000005743
ENOG410VB0F	optic atrophy 1 (autosomal dominant)	ENSMUSP00000036993	ENSRNOP00000059078
ENOG410VB0A	A kinase (PRKA) anchor protein 8	ENSMUSP00000002699	ENSRNOP00000008827
ENOG410VB0N	TOLL-like receptor	ENSMUSP00000068906, ENSMUSP00000074381	ENSRNOP00000051449, ENSRNOP00000062596
ENOG410VB0K	DnaJ (Hsp40) homolog, subfamily C, member 16	ENSMUSP00000048714	ENSRNOP00000017247
ENOG410VB0J	Ribosomal protein S19	ENSMUSP00000104067	ENSRNOP00000027246, ENSRNOP00000066808, ENSRNOP00000061442
ENOG410VB0U	aquaporin	ENSMUSP00000060622	ENSRNOP00000005935
ENOG410VB0T	RAB11 family interacting protein 4 (class II)	ENSMUSP00000017783	ENSRNOP00000018988
ENOG410VB0V	X-box binding protein 1	ENSMUSP00000054852	ENSRNOP00000014044
ENOG410VB0P	kiaa1383	ENSMUSP00000061679	ENSRNOP00000036118
ENOG410VB0S	Olfactory receptor	ENSMUSP00000102475	ENSRNOP00000022733
ENOG410VB0R	Transmembrane protein 163	ENSMUSP00000027585	ENSRNOP00000005006
ENOG410VB0Y	Fc fragment of IgE, high affinity I, receptor for	ENSMUSP00000056882	ENSRNOP00000054898
ENOG410VB0X	Solute carrier family 35 member A5	ENSMUSP00000023344	ENSRNOP00000002853
ENOG410VIG7	Acyl-CoA thioesterase 13	ENSMUSP00000006900	ENSRNOP00000024878
ENOG410VIG6	SH2 domain containing 1B	ENSMUSP00000125121, ENSMUSP00000137069	ENSRNOP00000047078, ENSRNOP00000055346
ENOG410VIG5	nanos homolog 2 (Drosophila)	ENSMUSP00000069765	ENSRNOP00000054772
ENOG410VIG4	limb bud and heart development homolog (mouse)	ENSMUSP00000024857	ENSRNOP00000057996
ENOG410VIG3	CDGSH iron sulfur domain 1	ENSMUSP00000043559	ENSRNOP00000000749
ENOG410VIG1	coiled-coil-helix-coiled-coil-helix domain containing 1	ENSMUSP00000071202	ENSRNOP00000012372
ENOG410VIG9	chromosome 3 open reading frame 14	ENSMUSP00000126960	ENSRNOP00000057927
ENOG410VIGF	Transmembrane protein 234	ENSMUSP00000099651	ENSRNOP00000065748
ENOG410VIGE	Carcinoembryonic antigen-related cell adhesion molecule	ENSMUSP00000069892, ENSMUSP00000080582, ENSMUSP00000072218	ENSRNOP00000023663, ENSRNOP00000054849
ENOG410VIGB	endosulfine alpha	ENSMUSP00000051799	ENSRNOP00000028470, ENSRNOP00000063946
ENOG410VIGM	TMF1-regulated nuclear protein 1	ENSMUSP00000129613	ENSRNOP00000032151
ENOG410VIGK	cystatin F (leukocystatin)	ENSMUSP00000086606	ENSRNOP00000008865
ENOG410VIGJ	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSMUSP00000044993, ENSMUSP00000072521	ENSRNOP00000026551
ENOG410VIGH	Cytokine-like 1	ENSMUSP00000073244	ENSRNOP00000030763
ENOG410VIGW	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	ENSMUSP00000095595	ENSRNOP00000008898
ENOG410VIGU	thyroid hormone responsive	ENSMUSP00000042988	ENSRNOP00000016540
ENOG410VIGT	adipogenesis associated, Mth938 domain containing	ENSMUSP00000115672	ENSRNOP00000016783
ENOG410VIGS	mitochondrial ribosomal protein L53	ENSMUSP00000109571	ENSRNOP00000011427
ENOG410VIGR	ribonuclease, RNase A family, 12 (non-active)	ENSMUSP00000087231	ENSRNOP00000060090
ENOG410VIGZ	Nucleophosmin nucleoplasmin 2	ENSMUSP00000057365	ENSRNOP00000035146
ENOG410VIGX	DET1 and DDB1 associated 1	ENSMUSP00000121042	ENSRNOP00000057149
ENOG410V6S5	Olfactory receptor	ENSMUSP00000094933, ENSMUSP00000131089, ENSMUSP00000057416	ENSRNOP00000000986, ENSRNOP00000023742, ENSRNOP00000065353
ENOG410V6JD	ATP-binding cassette sub-family A	ENSMUSP00000075621	ENSRNOP00000033528
ENOG410VEQN	NLR family pyrin domain containing	ENSMUSP00000104158, ENSMUSP00000104154	ENSRNOP00000034130, ENSRNOP00000064378
ENOG410V93S	Aryl hydrocarbon receptor	ENSMUSP00000112137, ENSMUSP00000022059	ENSRNOP00000006618, ENSRNOP00000019806
ENOG410V93R	Docking protein 7	ENSMUSP00000059538	ENSRNOP00000036262
ENOG410V93P	mitogen-activated protein kinase 8 interacting protein	ENSMUSP00000050773, ENSMUSP00000023291	ENSRNOP00000065176, ENSRNOP00000052648
ENOG410V93W	Zinc finger and BTB domain containing	ENSMUSP00000091374, ENSMUSP00000103786	ENSRNOP00000059222, ENSRNOP00000043640
ENOG410V93V	myotilin	ENSMUSP00000025349	ENSRNOP00000016511, ENSRNOP00000066839, ENSRNOP00000067275, ENSRNOP00000064818
ENOG410V93U	Hydroxysteroid (17-beta) dehydrogenase 7	ENSMUSP00000027989	ENSRNOP00000003812
ENOG410V93T	astrotactin	ENSMUSP00000065786, ENSMUSP00000039711	ENSRNOP00000007660
ENOG410V93Z	Melatonin receptor	ENSMUSP00000053086, ENSMUSP00000064608, ENSMUSP00000069872	ENSRNOP00000015147, ENSRNOP00000011883, ENSRNOP00000034328
ENOG410V93Y	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	ENSMUSP00000134735	ENSRNOP00000025887
ENOG410V93X	chromosome X open reading frame 57	ENSMUSP00000108653	ENSRNOP00000014811
ENOG410V93C	peroxisomal biogenesis factor 3	ENSMUSP00000019945	ENSRNOP00000021524
ENOG410V93A	NACHT, LRR and PYD domains-containing protein	ENSMUSP00000078440, ENSMUSP00000104293, ENSMUSP00000137758	ENSRNOP00000047433, ENSRNOP00000004280
ENOG410V93F	coiled-coil-helix-coiled-coil-helix domain containing 6	ENSMUSP00000032172	ENSRNOP00000023122
ENOG410V93K	kelch domain containing 5	ENSMUSP00000042558	ENSRNOP00000002523
ENOG410VE4V	Mediator complex subunit 15	ENSMUSP00000012259	ENSRNOP00000002568
ENOG410VE4T	C1q and tumor necrosis factor related protein 5	ENSMUSP00000110463	ENSRNOP00000010127
ENOG410VE4S	olfactory receptor, family 9, subfamily I, member 1	ENSMUSP00000073843, ENSMUSP00000080235	ENSRNOP00000040405
ENOG410VE4P	apoptosis-related cysteine peptidase	ENSMUSP00000026062, ENSMUSP00000091238	ENSRNOP00000022693, ENSRNOP00000014096
ENOG410VE4X	transmembrane protein 50A	ENSMUSP00000030626, ENSMUSP00000023686	ENSRNOP00000023221, ENSRNOP00000002775
ENOG410VE4F	WAP four-disulfide core domain 1	ENSMUSP00000024107	ENSRNOP00000021630
ENOG410VE4D	Phospholipase A2, group XIIB	ENSMUSP00000009790	ENSRNOP00000067304
ENOG410VE4B	DTW domain containing 1	ENSMUSP00000106067	ENSRNOP00000012966
ENOG410VE4C	olfactory receptor, family 6, subfamily S, member 1	ENSMUSP00000036596	ENSRNOP00000031284
ENOG410VE4N	Advanced glycosylation end product-specific receptor	ENSMUSP00000015596	ENSRNOP00000000508
ENOG410VE4M	ankyrin repeat domain 60	ENSMUSP00000113291	ENSRNOP00000051957
ENOG410VE4J	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	ENSMUSP00000017365	ENSRNOP00000037928
ENOG410VE4K	protein phosphatase, Mg2 Mn2 dependent, 1N	ENSMUSP00000032560	ENSRNOP00000022227
ENOG410VE4H	Sumo1 sentrin SMT3 specific peptidase 3	ENSMUSP00000005336	ENSRNOP00000018670
ENOG410VE46	PAXIP1 associated glutamate-rich protein 1	ENSMUSP00000032918	ENSRNOP00000027392
ENOG410VE42	cytochrome b-561 domain containing 2	ENSMUSP00000044093	ENSRNOP00000033722
ENOG410VE43	CD27 molecule	ENSMUSP00000032486	ENSRNOP00000029803
ENOG410VE41	F-box protein 5	ENSMUSP00000019907	ENSRNOP00000034853
ENOG410WG6P	proline-rich coiled-coil 2A	ENSMUSP00000025253	ENSRNOP00000001133
ENOG410V5PU	Ornithine decarboxylase antizyme	ENSMUSP00000137400	ENSRNOP00000026341
ENOG410V8K2	Arylamine N-acetyltransferase	ENSMUSP00000026677, ENSMUSP00000091181	ENSRNOP00000018854, ENSRNOP00000051430
ENOG410V8K3	G- protein-coupled receptor	ENSMUSP00000057323, ENSMUSP00000038245, ENSMUSP00000062083	ENSRNOP00000057844, ENSRNOP00000067254
ENOG410V8K0	Sulfurates the molybdenum cofactor. Sulfation of molybdenum is essential for xanthine dehydrogenase (XDH) and aldehyde oxidase (ADO) enzymes in which molybdenum cofactor is liganded by 1 oxygen and 1 sulfur atom in active form	ENSMUSP00000063609	ENSRNOP00000061024
ENOG410V8K6	Microtubule-associated protein 6	ENSMUSP00000064787	ENSRNOP00000032018
ENOG410VDEX	Tumor necrosis factor (Ligand) superfamily member	ENSMUSP00000018896, ENSMUSP00000133951, ENSMUSP00000137658	ENSRNOP00000053740
ENOG410VDEY	transmembrane protein, adipocyte asscociated 1	ENSMUSP00000063042	ENSRNOP00000022534
ENOG410VDCF	xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions (By similarity)	ENSMUSP00000099482	ENSRNOP00000028838
ENOG410VDCG	paralemmin	ENSMUSP00000040596	ENSRNOP00000013762
ENOG410VDCA	SRC kinase signaling inhibitor 1	ENSMUSP00000103222	ENSRNOP00000016070
ENOG410VDCK	chromosome 1 open reading frame 56	ENSMUSP00000088324	ENSRNOP00000059268
ENOG410VDCW	coagulation factor VIII-associated	ENSMUSP00000100743	ENSRNOP00000067799
ENOG410VDCT	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)	ENSMUSP00000049046	ENSRNOP00000021265
ENOG410VDCU	immunoglobulin-like domain containing receptor 2	ENSMUSP00000107047	ENSRNOP00000036628
ENOG410VDCR	signal transducing adaptor family member 1	ENSMUSP00000031171	ENSRNOP00000002760
ENOG410VDCS	adaptor-related protein complex 5, sigma 1 subunit	ENSMUSP00000086933	ENSRNOP00000031548
ENOG410VDCQ	RFT1 homolog (S. cerevisiae)	ENSMUSP00000064153	ENSRNOP00000035354
ENOG410VDCX	Chromosome 16 open reading frame 13	ENSMUSP00000026827	ENSRNOP00000036902
ENOG410VDC6	Family with sequence similarity 53, member C	ENSMUSP00000037034	ENSRNOP00000027499
ENOG410VDC7	Olfactory receptor	ENSMUSP00000097492, ENSMUSP00000097494, ENSMUSP00000097493	ENSRNOP00000046706, ENSRNOP00000012872
ENOG410VDC2	spermatogenesis associated 21	ENSMUSP00000053080	ENSRNOP00000012147
ENOG410VDC3	DnaJ (Hsp40) homolog, subfamily C, member 5	ENSMUSP00000029132, ENSMUSP00000072175	ENSRNOP00000020581, ENSRNOP00000017387
ENOG410V7WM	Eukaryotic translation elongation factor 1 beta 2	ENSMUSP00000116492	ENSRNOP00000036882
ENOG410V7WW	coiled-coil-helix-coiled-coil-helix domain containing 3	ENSMUSP00000070149	ENSRNOP00000018001
ENOG410VBE0	BPI fold containing family B, member 5	ENSMUSP00000046683	ENSRNOP00000032123
ENOG410VBE1	Cadherins are calcium dependent cell adhesion proteins (By similarity)	ENSMUSP00000066005	ENSRNOP00000037678
ENOG410VBE6	Activating transcription factor 7 interacting protein	ENSMUSP00000032335	ENSRNOP00000011803
ENOG410V4FZ	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 1	ENSMUSP00000027432	ENSRNOP00000024306
ENOG410V4FS	Coronin, actin binding protein	ENSMUSP00000032949, ENSMUSP00000004646, ENSMUSP00000021190, ENSMUSP00000137780, ENSMUSP00000008893, ENSMUSP00000030021, ENSMUSP00000041826	ENSRNOP00000011787, ENSRNOP00000020951, ENSRNOP00000019759, ENSRNOP00000026496, ENSRNOP00000035020, ENSRNOP00000000886
ENOG410V4FU	POU domain class 5, transcription factor	ENSMUSP00000025271	ENSRNOP00000065216
ENOG410V4FT	Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)	ENSMUSP00000005749	ENSRNOP00000023741
ENOG410V4FW	Arginine-glutamic acid dipeptide (RE) repeats	ENSMUSP00000085695, ENSMUSP00000101307	ENSRNOP00000024443, ENSRNOP00000019865, ENSRNOP00000045475
ENOG410V4FV	guanine nucleotide exchange factor (GEF)	ENSMUSP00000109510	ENSRNOP00000018935
ENOG410V4FI	Zinc finger protein 687	ENSMUSP00000019482	ENSRNOP00000028553
ENOG410V4FH	microfibrillar-associated protein	ENSMUSP00000020830, ENSMUSP00000034066	ENSRNOP00000003361, ENSRNOP00000015759
ENOG410V4FM	Oxygenase that can act as both a histone lysine demethylase and a ribosomal histidine hydroxylase. Specifically demethylates 'Lys-4' (H3K4me) and 'Lys-36' (H3K36me) of histone H3, thereby playing a central role in histone code	ENSMUSP00000057984, ENSMUSP00000023407	ENSRNOP00000013431
ENOG410V4FB	DEAD (Asp-Glu-Ala-Asp) box polypeptide	ENSMUSP00000032326, ENSMUSP00000008004	ENSRNOP00000004891, ENSRNOP00000011096
ENOG410V4FE	bone morphogenetic protein	ENSMUSP00000037779	ENSRNOP00000049643
ENOG410V4FF	unc-80 homolog (C. elegans)	ENSMUSP00000053692	ENSRNOP00000035988
ENOG410V4F9	cytochrome P450, family 1, subfamily	ENSMUSP00000034865, ENSMUSP00000034860, ENSMUSP00000024894	ENSRNOP00000061222, ENSRNOP00000026473, ENSRNOP00000021653
ENOG410V4F8	Sec1 family domain containing 1	ENSMUSP00000021335	ENSRNOP00000039132
ENOG410V4F1	rho GTPase activating protein	ENSMUSP00000052181, ENSMUSP00000102050, ENSMUSP00000039139	ENSRNOP00000004829, ENSRNOP00000012480, ENSRNOP00000038504
ENOG410V4F0	arylacetamide deacetylase-like	ENSMUSP00000029325, ENSMUSP00000129444, ENSMUSP00000137307, ENSMUSP00000047032, ENSMUSP00000128877, ENSMUSP00000136253	ENSRNOP00000054632, ENSRNOP00000062650, ENSRNOP00000064464, ENSRNOP00000067104, ENSRNOP00000064598
ENOG410V4F3	family with sequence similarity 83, member H	ENSMUSP00000059839	ENSRNOP00000044153
ENOG410V4F2	ATPase, H transporting, lysosomal V0 subunit	ENSMUSP00000001801, ENSMUSP00000039737	ENSRNOP00000001349, ENSRNOP00000023425
ENOG410V4F5	Lysophosphatidic acid receptor	ENSMUSP00000042327, ENSMUSP00000053986	ENSRNOP00000021430, ENSRNOP00000003286
ENOG410V4F4	Rieske (Fe-S) domain containing	ENSMUSP00000055763	ENSRNOP00000017098
ENOG410V4F7	sterol regulatory element binding transcription factor	ENSMUSP00000020846, ENSMUSP00000023100	ENSRNOP00000052893, ENSRNOP00000050057
ENOG410V4F6	tribbles homolog 3 (Drosophila)	ENSMUSP00000041747	ENSRNOP00000009840
ENOG410VCDD	N-acetylneuraminate pyruvate lyase (Dihydrodipicolinate synthase)	ENSMUSP00000037454	ENSRNOP00000003713
ENOG410VCDQ	Acyl-CoA wax alcohol acyltransferase 2	ENSMUSP00000033567	ENSRNOP00000004048
ENOG410VH91	transcription elongation factor A	ENSMUSP00000059401, ENSMUSP00000065397, ENSMUSP00000033783	ENSRNOP00000064154, ENSRNOP00000067698, ENSRNOP00000066958
ENOG410V9F0	Glial cell derived neurotrophic factor	ENSMUSP00000022744	ENSRNOP00000044012
ENOG410V9F1	ribonuclease H1	ENSMUSP00000020959	ENSRNOP00000011819
ENOG410V9F2	Aprataxin and PNKP like factor	ENSMUSP00000032130	ENSRNOP00000043929
ENOG410V9F4	Transmembrane protein 2	ENSMUSP00000025663, ENSMUSP00000063277	ENSRNOP00000063313, ENSRNOP00000037364
ENOG410V9F5	Plays an important role in growth control. Its major role in stimulating body growth is to stimulate the liver and other tissues to secrete IGF-1. It stimulates both the differentiation and proliferation of myoblasts. It also stimulates amino acid uptake and protein synthesis in muscle and other tissues	ENSMUSP00000099360	ENSRNOP00000015818
ENOG410V9F6	olfactory receptor, family 51, subfamily G, member 1	ENSMUSP00000058167	ENSRNOP00000020981
ENOG410V9FP	Coiled-coil domain containing 127	ENSMUSP00000022063	ENSRNOP00000017779
ENOG410V9FR	Budding uninhibited by benzimidazoles 1 homolog	ENSMUSP00000028858	ENSRNOP00000042114
ENOG410V9FS	Cyclin-Dependent Kinase	ENSMUSP00000006911, ENSMUSP00000037925	ENSRNOP00000012597, ENSRNOP00000034754
ENOG410V9FT	embigin-like	ENSMUSP00000022242	ENSRNOP00000015306
ENOG410V9FU	peptidylprolyl isomerase (cyclophilin)-like 2	ENSMUSP00000023455	ENSRNOP00000035467
ENOG410V9FV	Lix1 homolog	ENSMUSP00000111239, ENSMUSP00000057623	ENSRNOP00000017442, ENSRNOP00000053080
ENOG410V9FX	ubiquitin carboxyl-terminal hydrolase	ENSMUSP00000086716	ENSRNOP00000043441
ENOG410V9FY	Minichromosome maintenance complex component 4	ENSMUSP00000023353	ENSRNOP00000002510
ENOG410V9FZ	fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)	ENSMUSP00000031565, ENSMUSP00000031719, ENSMUSP00000026445	ENSRNOP00000051858, ENSRNOP00000061158
ENOG410V9FA	general transcription factor II-I repeat domain-containing protein	ENSMUSP00000052904, ENSMUSP00000016086	ENSRNOP00000002030
ENOG410V9FB	Ellis van Creveld syndrome 2	ENSMUSP00000055130	ENSRNOP00000009914
ENOG410V9FC	b-cell receptor-associated protein	ENSMUSP00000002091	ENSRNOP00000025813
ENOG410V9FD	FAST kinase domains 2	ENSMUSP00000027103	ENSRNOP00000017281
ENOG410V9FF	Pinin, desmosome associated protein	ENSMUSP00000021381	ENSRNOP00000005439
ENOG410V9FH	Zinc finger protein 180	ENSMUSP00000064611	ENSRNOP00000026077
ENOG410V9FI	Retinoblastoma binding protein 6	ENSMUSP00000049528	ENSRNOP00000036139
ENOG410V9FK	Calcium binding protein 2	ENSMUSP00000125255, ENSMUSP00000137909	ENSRNOP00000024770
ENOG410V9FM	general transcription factor IIIC, polypeptide 5	ENSMUSP00000028157	ENSRNOP00000015068
ENOG410V9FN	eukaryotic translation initiation factor 1A domain containing	ENSMUSP00000025759	ENSRNOP00000027752
ENOG410WHCW	Sjogren syndrome antigen B (autoantigen La)	ENSMUSP00000088365	ENSRNOP00000053230, ENSRNOP00000011175
ENOG410WHCA	transformer 2 alpha homolog (Drosophila)	ENSMUSP00000031841	ENSRNOP00000012325
ENOG410VECV	LIM homeobox 8	ENSMUSP00000136047	ENSRNOP00000009370
ENOG410VECS	Replication protein	ENSMUSP00000099621	ENSRNOP00000017549
ENOG410VECR	Eph receptor A8	ENSMUSP00000030420	ENSRNOP00000017559
ENOG410VECQ	MpV17 mitochondrial inner membrane protein	ENSMUSP00000110278	ENSRNOP00000037647
ENOG410VECP	frequently rearranged in advanced T-cell lymphomas	ENSMUSP00000091897	ENSRNOP00000066527, ENSRNOP00000058978
ENOG410VECZ	equatorin, sperm acrosome associated	ENSMUSP00000030309	ENSRNOP00000034172
ENOG410VECY	claudin 8	ENSMUSP00000066427, ENSMUSP00000051887	ENSRNOP00000002138, ENSRNOP00000038862
ENOG410VECX	calmin (calponin-like, transmembrane)	ENSMUSP00000105563	ENSRNOP00000061235
ENOG410VECG	catechol-O-methyltransferase domain containing 1	ENSMUSP00000119330	ENSRNOP00000018897
ENOG410VECD	bradykinin receptor B2	ENSMUSP00000001652	ENSRNOP00000064990
ENOG410VECA	Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity)	ENSMUSP00000098648	ENSRNOP00000002862
ENOG410VECN	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	ENSMUSP00000071955	ENSRNOP00000009482
ENOG410VECM	RNA binding motif protein 48	ENSMUSP00000040952	ENSRNOP00000012086
ENOG410VECK	family with sequence similarity 159, member B	ENSMUSP00000042302	ENSRNOP00000017869
ENOG410VECI	PDZ domain containing 1	ENSMUSP00000058936	ENSRNOP00000000107
ENOG410VECH	ZP	ENSMUSP00000095461	ENSRNOP00000052990
ENOG410VEC5	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10	ENSMUSP00000043543	ENSRNOP00000019624
ENOG410VEC4	von Willebrand factor C domain containing 2	ENSMUSP00000049692	ENSRNOP00000066776
ENOG410VEC3	Structural maintenance of chromosomes	ENSMUSP00000025930	ENSRNOP00000019560
ENOG410VEC2	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	ENSMUSP00000001240, ENSMUSP00000024594	ENSRNOP00000001602, ENSRNOP00000024213
ENOG410VEC1	Olfactory receptor	ENSMUSP00000057376	ENSRNOP00000016727
ENOG410VEC9	May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity)	ENSMUSP00000074922	ENSRNOP00000007601
ENOG410VNV2	Defensin beta 1	ENSMUSP00000051754	ENSRNOP00000018428
ENOG410VC08	DALR anticodon binding domain containing 3	ENSMUSP00000019183	ENSRNOP00000027318
ENOG410VC09	leucine rich repeat containing 61	ENSMUSP00000098979	ENSRNOP00000010864
ENOG410VC05	glycosyltransferase-like domain containing 2	ENSMUSP00000095868	ENSRNOP00000063923
ENOG410VC07	Phosphoinositide-3-kinase, regulatory subunit 5	ENSMUSP00000021283	ENSRNOP00000030578
ENOG410VC00	exonuclease 5	ENSMUSP00000030375	ENSRNOP00000053484
ENOG410VC03	BCL6 corepressor	ENSMUSP00000111175	ENSRNOP00000047677
ENOG410VC0I	patatin-like phospholipase domain containing 1	ENSMUSP00000050123	ENSRNOP00000035242
ENOG410VC0J	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	ENSMUSP00000024742	ENSRNOP00000026988
ENOG410VC0K	Patatin-like phospholipase domain containing	ENSMUSP00000127149, ENSMUSP00000019012, ENSMUSP00000043826	ENSRNOP00000025826, ENSRNOP00000015767, ENSRNOP00000025319, ENSRNOP00000032256
ENOG410VC0D	Transmembrane protein 222	ENSMUSP00000101527	ENSRNOP00000011357
ENOG410VC0F	Williams Beuren syndrome chromosome region 27	ENSMUSP00000039080	ENSRNOP00000065369, ENSRNOP00000042423
ENOG410VC0A	Transforming growth factor beta	ENSMUSP00000043849, ENSMUSP00000003687	ENSRNOP00000013516
ENOG410VC0B	SET nuclear oncogene	ENSMUSP00000099930	ENSRNOP00000039454, ENSRNOP00000038943
ENOG410VC0C	zinc finger, HIT-type containing 1	ENSMUSP00000115929	ENSRNOP00000039507
