ortholog	function	Homo_sapiens	Pan_troglodytes
ENOG410VDYW	Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). Directly binds tRNAs and probably acts by catalyzing adenylation of tRNAs, an intermediate required for 2-thiolation. It is unclear whether it acts as a sulfurtransferase that transfers sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position	ENSP00000390011	ENSPTRP00000019540
ENOG410VDYP	leucine rich repeat containing 72	ENSP00000384971	ENSPTRP00000048131
ENOG410VDYQ	Hydroxysteroid (17-beta) dehydrogenase 3	ENSP00000364412	ENSPTRP00000036143
ENOG410VDYR	alkB, alkylation repair homolog 2 (E. coli)	ENSP00000343021	ENSPTRP00000009189
ENOG410VDYX	LIM and SH3 protein 1	ENSP00000325240	ENSPTRP00000042936
ENOG410VDYD	Chromosome 10 open reading frame 137	ENSP00000349244	ENSPTRP00000005359
ENOG410VDYE	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4	ENSP00000358272	ENSPTRP00000031491
ENOG410VDYA	cathepsin S	ENSP00000357981	ENSPTRP00000002144
ENOG410VDYB	cannabinoid receptor 2 (macrophage)	ENSP00000363596	ENSPTRP00000043914
ENOG410VDYC	Programmed cell death	ENSP00000264933	ENSPTRP00000048365
ENOG410VDYN	Zinc finger protein	ENSP00000470287, ENSP00000228289, ENSP00000306351	ENSPTRP00000001137, ENSPTRP00000009659
ENOG410VDYH	kiaa1609	ENSP00000343635	ENSPTRP00000014363
ENOG410VDYI	coiled-coil domain containing 53	ENSP00000240079	ENSPTRP00000009109
ENOG410VDYJ	lectin, mannose-binding 1 like	ENSP00000310431	ENSPTRP00000058566
ENOG410VJ19	regulated endocrine-specific protein 18 homolog (rat)	ENSP00000330269	ENSPTRP00000022126
ENOG410VJ1R	Serine protease inhibitor that plays an essential role in male reproduction and fertility. Modulates the hydrolysis of SEMG1 by KLK3 PSA (a serine protease), provides antimicrobial protection for spermatozoa in the ejaculate coagulum, and binds SEMG1 thereby inhibiting sperm motility	ENSP00000424176, ENSP00000452085	ENSPTRP00000023278
ENOG410WF18	Unknown	ENSP00000437523	ENSPTRP00000060367
ENOG410WF11	proline-rich protein HaeIII subfamily	ENSP00000412436, ENSP00000371271, ENSP00000458690, ENSP00000458557	ENSPTRP00000061242, ENSPTRP00000050434
ENOG410WF1V	Unknown	ENSP00000348302	ENSPTRP00000026459
ENOG410WF1J	Unknown	ENSP00000411125	ENSPTRP00000060773
ENOG410WF1D	taste receptor, type 2, member 19	ENSP00000375091, ENSP00000461514, ENSP00000461533	ENSPTRP00000054715
ENOG410WF1G	Zinc finger protein 141	ENSP00000240499	ENSPTRP00000027205
ENOG410WF1B	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis (By similarity)	ENSP00000368207	ENSPTRP00000037331
ENOG410V5UD	BCL2-associated transcription factor 1	ENSP00000435210	ENSPTRP00000031814
ENOG410V5UV	Olfactory receptor family 2 subfamily	ENSP00000355430, ENSP00000461542, ENSP00000328934, ENSP00000347965, ENSP00000316284	ENSPTRP00000050947, ENSPTRP00000017747, ENSPTRP00000003754, ENSPTRP00000007177
ENOG410V5UP	Mediator complex subunit	ENSP00000417235	ENSPTRP00000026746
ENOG410V5U5	S. cerevisiae	ENSP00000346635, ENSP00000379042	ENSPTRP00000010762, ENSPTRP00000042475
ENOG410V5U4	O-acetyltransferase	ENSP00000315013, ENSP00000337103	ENSPTRP00000036689, ENSPTRP00000053839
ENOG410V5U6	v-akt murine thymoma viral oncogene homolog	ENSP00000375892, ENSP00000270202, ENSP00000263826	ENSPTRP00000050982, ENSPTRP00000018854
ENOG410V5U1	Solute carrier family 28 (Sodium-coupled nucleoside transporter), member	ENSP00000365413, ENSP00000286749, ENSP00000315006	ENSPTRP00000046380, ENSPTRP00000051310, ENSPTRP00000012022
ENOG410VNEK	chromosome 11 open reading frame 92	ENSP00000347601	ENSPTRP00000047653
ENOG410V6VN	POU class 3 homeobox	ENSP00000355001, ENSP00000362103, ENSP00000329170, ENSP00000362296	ENSPTRP00000052525, ENSPTRP00000020307, ENSPTRP00000060731
ENOG410V6VM	Isochorismatase domain containing 1	ENSP00000173527	ENSPTRP00000048075
ENOG410V6VF	Transcription factor 19	ENSP00000393875, ENSP00000393300, ENSP00000393007, ENSP00000401548, ENSP00000365431, ENSP00000414466, ENSP00000373018	ENSPTRP00000043439
ENOG410VNE3	heat shock factor binding protein 1-like 1	ENSP00000414236	ENSPTRP00000061130
ENOG410V6V2	syntaxin binding protein	ENSP00000359025, ENSP00000221283, ENSP00000362399	ENSPTRP00000017686, ENSPTRP00000001788, ENSPTRP00000048919
ENOG410V6V1	Required for meiotic nuclear division 1 homolog (S. cerevisiae)	ENSP00000356272	ENSPTRP00000031928
ENOG410V6V0	Lysophosphatidylcholine acyltransferase 3	ENSP00000261407, ENSP00000471656	ENSPTRP00000007865
ENOG410V6V6	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain	ENSP00000239440, ENSP00000302895, ENSP00000377233	ENSPTRP00000029657, ENSPTRP00000059674, ENSPTRP00000027500
ENOG410V8S4	CDC42 binding protein kinase	ENSP00000317985, ENSP00000345133, ENSP00000382697, ENSP00000355731	ENSPTRP00000057000, ENSPTRP00000016847, ENSPTRP00000044216
ENOG410V8SI	Zinc finger, DHHC-type containing	ENSP00000442373, ENSP00000340299, ENSP00000283441	ENSPTRP00000058608, ENSPTRP00000014052
ENOG410V8SM	coiled-coil domain containing 164	ENSP00000288710	ENSPTRP00000039082
ENOG410V8SS	DNA replication complex GINS protein PSF2	ENSP00000253462	ENSPTRP00000014382
ENOG410V8SW	protein kinase, DNA-activated, catalytic polypeptide	ENSP00000313420	ENSPTRP00000045268
ENOG410V8ST	Chromosome 11 open reading frame 16	ENSP00000318999	ENSPTRP00000005836
ENOG410V5P8	ClpX caseinolytic peptidase X homolog (E. coli)	ENSP00000300107	ENSPTRP00000012262
ENOG410V5P9	ADP-ribosylation factor-like 9	ENSP00000353210	ENSPTRP00000041548
ENOG410V5P0	serine threonine kinase receptor associated protein	ENSP00000392270	ENSPTRP00000008081
ENOG410V5P6	ribose 5-phosphate isomerase A	ENSP00000283646	ENSPTRP00000020877
ENOG410V5P7	Solute carrier family 3 (Activators of dibasic and neutral amino acid transport), member 2	ENSP00000367123	ENSPTRP00000048016
ENOG410V5P4	member RAS oncogene family	ENSP00000353444, ENSP00000345689, ENSP00000273047, ENSP00000455563	ENSPTRP00000025327, ENSPTRP00000008634, ENSPTRP00000015661
ENOG410V5P5	calcium channel, voltage-dependent, beta	ENSP00000301050, ENSP00000377840, ENSP00000320025, ENSP00000438949	ENSPTRP00000056571, ENSPTRP00000008356, ENSPTRP00000044995, ENSPTRP00000059195
ENOG410V5PJ	ubiquitin carboxyl-terminal hydrolase	ENSP00000282344, ENSP00000407818	ENSPTRP00000027617, ENSPTRP00000009757
ENOG410V5PK	peptidyl-glycine alpha-amidating monooxygenase	ENSP00000306100	ENSPTRP00000048133
ENOG410V5PH	Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	ENSP00000360141, ENSP00000334051	ENSPTRP00000059419, ENSPTRP00000016795
ENOG410V5PI	Pbx knotted 1 homeobox	ENSP00000291547, ENSP00000298282	ENSPTRP00000007586, ENSPTRP00000053933
ENOG410V5PM	Chondroadherin-like	ENSP00000216241	ENSPTRP00000049653
ENOG410V5PB	ankyrin repeat domain	ENSP00000427130, ENSP00000261739, ENSP00000378328	ENSPTRP00000009226, ENSPTRP00000041703, ENSPTRP00000006795
ENOG410V5PC	WD repeat domain 90	ENSP00000293879	ENSPTRP00000012893
ENOG410V5PG	solute carrier family 22	ENSP00000307443, ENSP00000327569, ENSP00000301891, ENSP00000396586, ENSP00000366797, ENSP00000279178	ENSPTRP00000006613, ENSPTRP00000006536, ENSPTRP00000047985, ENSPTRP00000006534, ENSPTRP00000006525, ENSPTRP00000006531
ENOG410V5PD	endothelin converting enzyme	ENSP00000368682, ENSP00000384223, ENSP00000364028, ENSP00000367668, ENSP00000353679	ENSPTRP00000037269, ENSPTRP00000026771, ENSPTRP00000042774, ENSPTRP00000000101, ENSPTRP00000026988
ENOG410V5PZ	Pyruvate dehydrogenase (Lipoamide) beta	ENSP00000307241	ENSPTRP00000026010
ENOG410V5PR	LIM and senescent cell antigen-like domains	ENSP00000446121, ENSP00000326888	ENSPTRP00000021292
ENOG410V5PV	N-acetyltransferase 9 (GCN5-related	ENSP00000350467	ENSPTRP00000045004
ENOG410V5PW	solute carrier family 35, member D3	ENSP00000333591	ENSPTRP00000031820
ENOG410V5PT	syndecan binding protein (syntenin)	ENSP00000260130	ENSPTRP00000034713
ENOG410VBIK	MYCBP associated protein	ENSP00000323184	ENSPTRP00000015967
ENOG410VBIY	alpha-1-microglobulin bikunin precursor	ENSP00000265132	ENSPTRP00000036355
ENOG410VBIS	Spermatogenesis associated 2-like	ENSP00000289805	ENSPTRP00000014480
ENOG410V718	Centrosomal protein	ENSP00000317902	ENSPTRP00000007215
ENOG410V715	kiaa1191	ENSP00000298569	ENSPTRP00000029983
ENOG410V714	ribosomal RNA processing 12 homolog (S. cerevisiae)	ENSP00000360031	ENSPTRP00000040015
ENOG410V712	K02157 axin 1	ENSP00000302625, ENSP00000262320	ENSPTRP00000016228, ENSPTRP00000042391
ENOG410V711	eukaryotic translation initiation factor 2-alpha kinase 3	ENSP00000307235	ENSPTRP00000020876
ENOG410V71Z	Gamma-aminobutyric acid (GABA) A receptor	ENSP00000411593, ENSP00000412673, ENSP00000218075, ENSP00000274093, ENSP00000361700, ENSP00000386029, ENSP00000274547, ENSP00000295454, ENSP00000299267	ENSPTRP00000046169, ENSPTRP00000029792, ENSPTRP00000031461, ENSPTRP00000027581, ENSPTRP00000038072, ENSPTRP00000037141, ENSPTRP00000031462, ENSPTRP00000029889, ENSPTRP00000028494
ENOG410V71Y	Leber congenital amaurosis 5	ENSP00000358861	ENSPTRP00000031394
ENOG410V71X	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	ENSP00000337949	ENSPTRP00000004791
ENOG410V71W	transmembrane protein 165	ENSP00000370736	ENSPTRP00000027641
ENOG410V71V	Serum deprivation response	ENSP00000305675	ENSPTRP00000021805
ENOG410V71U	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	ENSP00000238146	ENSPTRP00000009525
ENOG410V71T	adenylate cyclase 9	ENSP00000294016	ENSPTRP00000013173
ENOG410V71S	Breast cancer 2, early onset	ENSP00000369497	ENSPTRP00000009812
ENOG410V71R	Stromal cell-derived factor	ENSP00000247020, ENSP00000248958	ENSPTRP00000024308, ENSPTRP00000015238
ENOG410V71Q	Adenosine deaminase, RNA-specific	ENSP00000357459	ENSPTRP00000043065
ENOG410V71P	Smith-Magenis syndrome chromosome region, candidate 8	ENSP00000385025	ENSPTRP00000015090
ENOG410V71N	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	ENSP00000302805, ENSP00000417748	ENSPTRP00000000375
ENOG410V71M	chromosome X open reading frame 26	ENSP00000469946, ENSP00000362456	ENSPTRP00000037912
ENOG410V71K	RNA binding protein, fox-1 homolog (C. elegans)	ENSP00000393262, ENSP00000467132, ENSP00000309117, ENSP00000413035	ENSPTRP00000016544, ENSPTRP00000042877, ENSPTRP00000058194
ENOG410V71J	Olfactory receptor	ENSP00000323606	ENSPTRP00000050316
ENOG410V71G	phosphotyrosine interaction domain containing 1	ENSP00000375907	ENSPTRP00000022234
ENOG410V71F	BTB (POZ) domain containing 9	ENSP00000386121	ENSPTRP00000050185
ENOG410V71E	B-cell CLL lymphoma 9	ENSP00000234739, ENSP00000464022	ENSPTRP00000002077
ENOG410V71C	Vasohibin	ENSP00000167106, ENSP00000355932	ENSPTRP00000003313, ENSPTRP00000011159
ENOG410V71B	potassium intermediate small conductance calcium-activated channel, subfamily N, member	ENSP00000271915, ENSP00000264773	ENSPTRP00000029339, ENSPTRP00000018240, ENSPTRP00000039069
ENOG410V71A	DNA binding protein	ENSP00000322977, ENSP00000270061, ENSP00000360371	ENSPTRP00000001329, ENSPTRP00000048888, ENSPTRP00000029186
ENOG410VGJS	spermatogenesis and oogenesis specific basic helix-loop-helix 1	ENSP00000404438	ENSPTRP00000036877
ENOG410VGJN	Tumor necrosis factor receptor superfamily member	ENSP00000347948	ENSPTRP00000000096
ENOG410VM5T	Defensin beta 113	ENSP00000381703	ENSPTRP00000054239
ENOG410VNCM	Unknown	ENSP00000364836	ENSPTRP00000052789
ENOG410VFUZ	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B (By similarity)	ENSP00000354499	ENSPTRP00000061408
ENOG410VFUV	inducible T-cell costimulator	ENSP00000319476	ENSPTRP00000021947
ENOG410VFUW	Lymphatic vessel endothelial hyaluronan receptor 1	ENSP00000256178	ENSPTRP00000005865
ENOG410VFUQ	zinc finger protein 274	ENSP00000321209	ENSPTRP00000019924
ENOG410VFUN	ankyrin repeat domain 63	ENSP00000399547	ENSPTRP00000061213
ENOG410VFUJ	Killer cell lectin-like receptor subfamily F member 1	ENSP00000279544	ENSPTRP00000007966
ENOG410VFUG	COMM domain containing 7	ENSP00000278980	ENSPTRP00000039046
ENOG410VFUD	chromosome 16 open reading frame 90	ENSP00000401335	ENSPTRP00000056164
ENOG410VFUA	Hematological and neurological expressed 1-like	ENSP00000248098	ENSPTRP00000053803
ENOG410VFU6	cholesteryl ester transfer protein, plasma	ENSP00000200676	ENSPTRP00000013903
ENOG410VFU3	Transmembrane protein 27	ENSP00000369699	ENSPTRP00000037163
ENOG410VFU0	hydroxyacyl-thioester dehydratase type 2	ENSP00000437142	ENSPTRP00000060697
ENOG410V76Q	ankyrin repeat domain 33B	ENSP00000296657	ENSPTRP00000028700
ENOG410V765	van gogh, Drosophila	ENSP00000310800, ENSP00000357040	ENSPTRP00000001965, ENSPTRP00000002604
ENOG410VK70	interferon alpha-inducible protein	ENSP00000238609	ENSPTRP00000039635
ENOG410VK73	cutA divalent cation tolerance homolog (E. coli)	ENSP00000363624, ENSP00000391509	ENSPTRP00000030825
ENOG410VK72	Keratin associated protein 3.1	ENSP00000375430, ENSP00000459883	ENSPTRP00000015579
ENOG410VK77	chromosome 15 open reading frame 48	ENSP00000341610	ENSPTRP00000012027
ENOG410VK76	S100 calcium binding protein A12	ENSP00000357726	ENSPTRP00000002271
ENOG410VK7Q	trefoil factor 3, intestinal	ENSP00000430690	ENSPTRP00000023989
ENOG410VK7R	small nuclear ribonucleoprotein polypeptide G	ENSP00000272348	ENSPTRP00000020652
ENOG410VK7V	CDC28 protein kinase regulatory subunit	ENSP00000364976, ENSP00000311083	ENSPTRP00000036054, ENSPTRP00000002352
ENOG410VK7Y	Unknown	ENSP00000396192	ENSPTRP00000053645, ENSPTRP00000061369
ENOG410VK7Z	apolipoprotein C-III	ENSP00000227667	ENSPTRP00000047629
ENOG410VK7B	nuclear protein transcriptional regulator 1	ENSP00000379003	ENSPTRP00000013547
ENOG410VK7H	Peptide YY	ENSP00000353198	ENSPTRP00000043911
ENOG410VK7K	Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction	ENSP00000294117	ENSPTRP00000006503
ENOG410VK7N	Chromosome 1 open reading frame 227	ENSP00000419160	ENSPTRP00000003310, ENSPTRP00000059295
ENOG410VCVY	PR domain containing 15	ENSP00000269844	ENSPTRP00000053945
ENOG410VCVS	kelch-like 28 (Drosophila)	ENSP00000379434	ENSPTRP00000041466
ENOG410WEVC	heat shock	ENSP00000392896	ENSPTRP00000014338
ENOG410V42G	Rhophilin, Rho GTPase binding protein	ENSP00000289013, ENSP00000254260	ENSPTRP00000053018, ENSPTRP00000018490
ENOG410V42M	ubiquitin carboxyl-terminal hydrolase	ENSP00000261601	ENSPTRP00000055013
ENOG410V42N	Glycine C-acetyltransferase	ENSP00000371110	ENSPTRP00000049680
ENOG410V42H	Myosin heavy chain	ENSP00000262873, ENSP00000384330, ENSP00000255381, ENSP00000245503, ENSP00000347507, ENSP00000226209, ENSP00000216181, ENSP00000379616, ENSP00000226207, ENSP00000348634, ENSP00000269243	ENSPTRP00000014940, ENSPTRP00000023033, ENSPTRP00000052903, ENSPTRP00000013322, ENSPTRP00000014942, ENSPTRP00000024645, ENSPTRP00000014939, ENSPTRP00000044237, ENSPTRP00000014897
ENOG410V42K	Ral GTPase activating protein, alpha subunit	ENSP00000202677, ENSP00000302647	ENSPTRP00000022820, ENSPTRP00000057915
ENOG410V42V	PX domain containing serine threonine kinase	ENSP00000348472	ENSPTRP00000041771
ENOG410V42R	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks (By similarity)	ENSP00000396704, ENSP00000411532	ENSPTRP00000025354, ENSPTRP00000015554
ENOG410VJD0	transmembrane protein 213	ENSP00000390407	ENSPTRP00000059310
ENOG410VJD3	Component of the TIM22 complex, a complex that mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. The TIM22 complex forms a twin- pore translocase that uses the membrane potential as the external driving force. In the TIM22 complex, it may act as a docking point for the soluble 70 kDa complex that guides the target proteins in transit through the aqueous mitochondrial intermembrane space	ENSP00000419704, ENSP00000254616	ENSPTRP00000005767
ENOG410VJD2	chromosome 22 open reading frame 32	ENSP00000327467, ENSP00000459368	ENSPTRP00000024881
ENOG410VJD4	In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins (By similarity)	ENSP00000459261, ENSP00000375237, ENSP00000381494, ENSP00000461385, ENSP00000458444, ENSP00000375238, ENSP00000377583, ENSP00000458927	ENSPTRP00000053051
ENOG410VJD7	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSP00000364813	ENSPTRP00000030701
ENOG410VJD9	Ribonuclease, RNase A family, 9 (Non-active)	ENSP00000384683	ENSPTRP00000010349
ENOG410VJDA	death associated protein-like 1	ENSP00000309538	ENSPTRP00000021471
ENOG410VJDC	Family with sequence similarity 19 (Chemokine (C-C motif)-like), member A5	ENSP00000383933	ENSPTRP00000025029
ENOG410VJDF	Peptidyl-prolyl cis-trans isomerase	ENSP00000310935	ENSPTRP00000006572
ENOG410VJDQ	cortexin 1	ENSP00000313226	ENSPTRP00000049042
ENOG410VJDT	Glycosylphosphatidylinositol anchored molecule like	ENSP00000220940	ENSPTRP00000035297
ENOG410VJDX	Sperm acrosome associated 4	ENSP00000312774	ENSPTRP00000019288
ENOG410VJDZ	FXYD domain containing ion transport regulator 5	ENSP00000344254	ENSPTRP00000018548
ENOG410VAMP	Phospholipase A2, group XIIA	ENSP00000243501	ENSPTRP00000028106
ENOG410VFBY	family with sequence similarity 186, member A	ENSP00000329995	ENSPTRP00000059877
ENOG410VFBX	Progestin and adipoQ receptor family member IX	ENSP00000341564	ENSPTRP00000026662
ENOG410VFBW	NADH-cytochrome b5 reductase-like	ENSP00000409075	ENSPTRP00000001321
ENOG410VFBV	Olfactory receptor	ENSP00000437629, ENSP00000311038	ENSPTRP00000010413, ENSPTRP00000047597
ENOG410VFBS	AKNA domain containing 1	ENSP00000359018	ENSPTRP00000040775
ENOG410VFBP	Protein phosphatase 1, regulatory (Inhibitor) subunit 1B	ENSP00000254079	ENSPTRP00000015498
ENOG410VFBK	CD200 molecule	ENSP00000420298	ENSPTRP00000043714
ENOG410VFBG	zinc finger, MYM-type	ENSP00000352920	ENSPTRP00000045745
ENOG410VFBA	keratin 222	ENSP00000377616, ENSP00000463483	ENSPTRP00000055996
ENOG410VFB9	transmembrane protein 134	ENSP00000312615	ENSPTRP00000006819
ENOG410VFB7	EP300 interacting inhibitor of differentiation 1	ENSP00000431162	ENSPTRP00000056308
ENOG410VFB6	tripartite motif containing 31	ENSP00000365924, ENSP00000391685, ENSP00000404933, ENSP00000390551, ENSP00000409501, ENSP00000411879, ENSP00000350182, ENSP00000398677	ENSPTRP00000041237
ENOG410VFB5	CD99 molecule-like 2	ENSP00000359403, ENSP00000473060	ENSPTRP00000038540
ENOG410VFB4	Sorting nexin 10	ENSP00000343709	ENSPTRP00000032481
ENOG410VFB3	ChaC, cation transport regulator homolog 1 (E. coli)	ENSP00000398105	ENSPTRP00000057319
ENOG410VFB0	BTB (POZ) domain containing 19	ENSP00000395461	ENSPTRP00000060415
ENOG410WDX3	DDB1 and CUL4 associated factor 6	ENSP00000356814	ENSPTRP00000002737
ENOG410WDXP	Yip1 domain family, member 7	ENSP00000332772	ENSPTRP00000053589
ENOG410V5R5	GDP-mannose 46-dehydratase	ENSP00000370194	ENSPTRP00000030171
ENOG410V5RS	Nuclear receptor subfamily 2, group F, member	ENSP00000325819, ENSP00000291442, ENSP00000377721	ENSPTRP00000046378, ENSPTRP00000012788, ENSPTRP00000018194
ENOG410V5RX	Carbonic anhydrase VIII	ENSP00000314407	ENSPTRP00000034722
ENOG410V5RB	Tp53rk binding protein	ENSP00000272424	ENSPTRP00000020705
ENOG410WJB1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	ENSP00000468678	ENSPTRP00000015689
